"tick","Dead","Hospital","InfectedvA","InfectedvB","Susceptible","Vaccinatated","Recovered"
132.0,0,1,18,0,779,0,213
133.0,0,1,16,0,779,0,215
134.0,0,1,16,0,779,0,215
135.0,0,1,15,0,779,0,216
136.0,0,1,16,0,777,0,217
137.0,0,1,14,0,777,0,219
138.0,0,1,15,0,776,0,219
139.0,0,1,15,0,776,0,219
140.0,0,1,14,0,775,0,221
141.0,0,1,9,0,775,0,226
142.0,0,1,10,0,774,0,226
143.0,0,1,12,0,772,0,226
144.0,0,1,11,0,772,0,227
145.0,0,1,11,0,771,0,228
146.0,0,1,10,0,771,0,229
147.0,0,1,10,0,771,0,229
148.0,0,1,11,0,769,0,230
149.0,0,1,10,0,769,0,231
150.0,0,1,8,0,769,0,233
151.0,0,1,8,0,769,0,233
152.0,0,1,9,0,768,0,233
153.0,0,1,9,0,767,0,234
154.0,0,1,9,0,767,0,234
155.0,0,1,9,0,767,0,234
156.0,0,1,9,0,767,0,234
157.0,0,1,8,0,767,0,235
158.0,0,1,10,0,765,0,235
159.0,0,1,11,0,763,0,236
160.0,0,1,11,0,763,0,236
161.0,0,1,12,0,761,0,237
162.0,0,1,12,0,761,0,237
163.0,0,1,12,0,760,0,238
164.0,0,1,10,0,760,0,240
165.0,0,1,10,0,760,0,240
166.0,0,1,10,0,760,0,240
167.0,0,1,12,0,758,0,240
168.0,0,1,16,0,753,0,241
169.0,0,1,15,0,753,0,242
170.0,0,1,15,0,753,0,242
171.0,0,1,17,0,751,0,242
172.0,0,1,17,0,751,0,242
173.0,0,1,18,0,749,0,243
174.0,0,1,19,0,747,0,244
175.0,0,1,19,0,747,0,244
176.0,0,1,19,0,747,0,244
177.0,0,1,19,0,747,0,244
178.0,0,1,19,0,747,0,244
179.0,0,1,19,0,745,0,246
180.0,0,1,18,0,744,0,248
181.0,0,1,18,0,744,0,248
182.0,0,1,16,0,744,0,250
183.0,0,1,17,0,743,0,250
184.0,0,1,17,0,743,0,250
185.0,0,1,17,0,743,0,250
186.0,0,1,18,0,742,0,250
187.0,0,1,18,0,742,0,250
188.0,0,1,17,0,741,0,252
189.0,0,1,12,0,741,0,257
190.0,0,1,14,0,739,0,257
191.0,0,1,14,0,739,0,257
192.0,0,1,12,0,739,0,259
193.0,0,1,12,0,739,0,259
194.0,0,1,10,0,739,0,261
195.0,0,1,8,0,739,0,263
196.0,0,1,10,0,737,0,263
197.0,0,1,10,0,737,0,263
198.0,0,1,10,0,737,0,263
199.0,0,1,10,0,737,0,263
200.0,0,1,8,0,736,0,266
201.0,0,1,8,0,736,0,266
202.0,0,1,7,0,736,0,267
203.0,0,1,7,0,736,0,267
204.0,0,1,6,0,736,0,268
205.0,0,1,6,0,736,0,268
206.0,0,1,6,0,736,0,268
207.0,0,1,5,0,736,0,269
208.0,0,1,5,0,736,0,269
209.0,0,1,5,0,735,0,270
210.0,0,1,5,0,735,0,270
211.0,0,1,4,0,735,0,271
212.0,0,1,4,0,735,0,271
213.0,0,1,4,0,735,0,271
214.0,0,1,4,0,735,0,271
215.0,0,1,4,0,735,0,271
216.0,0,1,4,0,735,0,271
217.0,0,1,2,0,735,0,273
218.0,0,1,2,0,735,0,273
219.0,0,1,2,0,735,0,273
220.0,0,1,2,0,735,0,273
221.0,0,1,1,0,735,0,274
222.0,0,1,1,0,735,0,274
223.0,0,1,1,0,735,0,274
224.0,0,1,1,0,735,0,274
225.0,0,1,1,0,735,0,274
226.0,0,1,1,0,735,0,274
227.0,0,1,1,0,735,0,274
228.0,0,1,1,0,735,0,274
229.0,0,1,1,0,735,0,274
230.0,0,1,0,0,735,0,275
