"tick","Dead","Hospital","InfectedvA","InfectedvB","Susceptible","Vaccinatated","Recovered"
1.0,0,1,10,0,1000,0,0
2.0,0,1,11,0,999,0,0
3.0,0,1,11,0,999,0,0
4.0,0,1,13,0,997,0,0
5.0,0,1,14,0,996,0,0
6.0,0,1,20,0,989,0,1
7.0,0,1,20,0,989,0,1
8.0,0,1,20,0,989,0,1
9.0,0,1,24,0,985,0,1
10.0,0,1,25,0,984,0,1
11.0,0,1,28,0,980,0,2
12.0,0,1,29,0,978,0,3
13.0,0,1,29,0,978,0,3
14.0,0,1,30,0,977,0,3
15.0,0,1,30,0,977,0,3
16.0,0,1,32,0,975,0,3
17.0,0,1,40,0,967,0,3
18.0,0,1,45,0,962,0,3
19.0,0,1,50,0,956,0,4
20.0,0,1,54,0,952,0,4
21.0,0,1,46,0,950,0,14
22.0,0,1,48,0,947,0,15
23.0,0,1,52,0,942,0,16
24.0,0,1,51,0,941,0,18
25.0,0,1,50,0,941,0,19
26.0,0,1,52,0,938,0,20
27.0,0,1,49,0,936,0,25
28.0,0,1,53,0,932,0,25
29.0,0,1,56,0,929,0,25
30.0,0,1,57,0,924,0,29
31.0,0,1,59,0,921,0,30
32.0,0,1,56,0,920,0,34
33.0,0,1,57,0,917,0,36
34.0,0,1,59,0,913,0,38
35.0,0,1,62,0,909,0,39
36.0,0,1,65,0,906,0,39
37.0,0,1,69,0,901,0,40
38.0,0,1,65,0,897,0,48
39.0,0,1,59,0,897,0,54
40.0,0,1,59,0,893,0,58
41.0,0,1,57,0,891,0,62
42.0,0,1,55,0,891,0,64
43.0,0,1,53,0,890,0,67
44.0,0,1,50,0,888,0,72
45.0,0,1,48,0,887,0,75
46.0,0,1,48,0,887,0,75
47.0,0,1,47,0,886,0,77
48.0,0,1,46,0,884,0,80
49.0,0,1,50,0,877,0,83
50.0,0,1,50,0,875,0,85
51.0,0,1,48,0,873,0,89
52.0,0,1,46,0,872,0,92
53.0,0,1,45,0,872,0,93
54.0,0,1,44,0,870,0,96
55.0,0,1,42,0,868,0,100
56.0,0,1,42,0,865,0,103
57.0,0,1,41,0,862,0,107
58.0,0,1,36,0,862,0,112
59.0,0,1,34,0,862,0,114
60.0,0,1,35,0,861,0,114
61.0,0,1,34,0,858,0,118
62.0,0,1,33,0,857,0,120
63.0,0,1,34,0,856,0,120
64.0,0,1,33,0,855,0,122
65.0,0,1,32,0,853,0,125
66.0,0,1,34,0,851,0,125
67.0,0,1,35,0,850,0,125
68.0,0,1,35,0,849,0,126
69.0,0,1,35,0,847,0,128
70.0,0,1,28,0,847,0,135
71.0,0,1,27,0,846,0,137
72.0,0,1,25,0,846,0,139
73.0,0,1,25,0,845,0,140
74.0,0,1,25,0,844,0,141
75.0,0,1,24,0,844,0,142
76.0,0,1,23,0,843,0,144
77.0,0,1,23,0,841,0,146
78.0,0,1,20,0,841,0,149
79.0,0,1,21,0,840,0,149
80.0,0,1,24,0,837,0,149
81.0,0,1,26,0,834,0,150
82.0,0,1,27,0,831,0,152
83.0,0,1,26,0,831,0,153
84.0,0,1,25,0,831,0,154
85.0,0,1,28,0,827,0,155
86.0,0,1,28,0,825,0,157
87.0,0,1,26,0,825,0,159
88.0,0,1,28,0,822,0,160
89.0,0,1,28,0,821,0,161
90.0,0,1,27,0,820,0,163
91.0,0,1,28,0,819,0,163
92.0,0,1,27,0,819,0,164
93.0,0,1,28,0,818,0,164
94.0,0,1,28,0,817,0,165
95.0,0,1,28,0,816,0,166
96.0,0,1,28,0,815,0,167
97.0,0,1,30,0,812,0,168
98.0,0,1,31,0,809,0,170
99.0,0,1,33,0,807,0,170
100.0,0,1,33,0,805,0,172
101.0,0,1,30,0,805,0,175
102.0,0,1,27,0,805,0,178
103.0,0,1,23,0,804,0,183
104.0,0,1,24,0,803,0,183
105.0,0,1,25,0,802,0,183
106.0,0,1,21,0,802,0,187
107.0,0,1,22,0,800,0,188
108.0,0,1,21,0,800,0,189
109.0,0,1,19,0,800,0,191
110.0,0,1,20,0,799,0,191
111.0,0,1,19,0,799,0,192
112.0,0,1,20,0,797,0,193
113.0,0,1,20,0,797,0,193
114.0,0,1,19,0,796,0,195
115.0,0,1,19,0,795,0,196
116.0,0,1,21,0,792,0,197
117.0,0,1,20,0,792,0,198
118.0,0,1,17,0,792,0,201
119.0,0,1,17,0,790,0,203
120.0,0,1,20,0,786,0,204
121.0,0,1,19,0,785,0,206
122.0,0,1,19,0,785,0,206
123.0,0,1,19,0,785,0,206
124.0,0,1,19,0,784,0,207
125.0,0,1,18,0,783,0,209
126.0,0,1,16,0,783,0,211
127.0,0,1,17,0,782,0,211
128.0,0,1,19,0,780,0,211
129.0,0,1,19,0,779,0,212
130.0,0,1,19,0,779,0,212
131.0,0,1,18,0,779,0,213
