"tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1.0,0,10,12,0,0,998,0
2.0,0,11,13,0,1,995,0
3.0,0,11,13,0,1,995,0
4.0,0,11,17,0,1,991,0
5.0,0,10,17,0,2,991,0
6.0,0,10,20,0,2,988,0
7.0,0,10,20,0,2,988,0
8.0,0,11,25,0,2,982,0
9.0,0,11,28,0,2,979,0
10.0,0,11,33,0,3,973,0
11.0,0,11,40,0,3,966,0
12.0,0,11,43,0,5,961,0
13.0,0,12,45,0,7,956,0
14.0,0,13,45,0,7,955,0
15.0,0,13,50,0,7,950,0
16.0,0,13,53,0,7,947,0
17.0,0,15,54,0,8,943,0
18.0,0,15,57,0,8,940,0
19.0,0,15,62,0,8,935,0
20.0,0,15,69,0,8,928,0
21.0,0,6,64,0,27,923,0
22.0,0,6,67,0,31,916,0
23.0,0,5,65,0,36,914,0
24.0,0,5,70,0,36,909,0
25.0,0,5,68,0,41,906,0
26.0,0,5,72,0,41,902,0
27.0,0,4,73,0,46,897,0
28.0,0,4,75,0,47,894,0
29.0,0,3,78,0,52,887,0
30.0,0,3,79,0,55,883,0
31.0,0,3,78,0,59,880,0
32.0,0,3,79,0,63,875,0
33.0,0,3,82,0,67,868,0
34.0,0,2,84,0,72,862,0
35.0,0,1,85,0,73,861,0
36.0,0,1,87,0,77,855,0
37.0,0,1,88,0,80,851,0
38.0,0,0,94,0,83,843,0
39.0,0,0,93,0,87,840,0
40.0,0,0,93,0,92,835,0
41.0,0,0,103,0,97,820,0
42.0,0,0,101,0,103,816,0
43.0,0,0,102,0,111,807,0
44.0,0,0,109,0,113,798,0
45.0,0,0,106,0,119,795,0
46.0,0,0,110,0,124,786,0
47.0,0,0,109,0,128,783,0
48.0,0,0,111,0,132,777,0
49.0,0,0,114,0,134,772,0
50.0,0,0,114,0,140,766,0
51.0,0,0,111,0,145,764,0
52.0,0,0,110,0,148,762,0
53.0,0,0,111,0,152,757,0
54.0,0,0,110,0,157,753,0
55.0,0,0,108,0,163,749,0
56.0,0,0,111,0,165,744,0
57.0,0,0,113,0,170,737,0
58.0,0,0,115,0,173,732,0
59.0,0,0,115,0,180,725,0
60.0,0,0,121,0,186,713,0
61.0,0,0,124,0,189,707,0
62.0,0,0,113,0,202,705,0
63.0,0,0,113,0,207,700,0
64.0,0,0,109,0,217,694,0
65.0,0,0,106,0,226,688,0
66.0,0,0,101,0,232,687,0
67.0,0,0,98,0,239,683,0
68.0,0,0,98,0,242,680,0
69.0,0,0,95,0,249,676,0
70.0,0,0,94,0,253,673,0
71.0,0,0,92,0,259,669,0
72.0,0,0,94,0,260,666,0
73.0,0,0,98,0,262,660,0
74.0,0,0,96,0,269,655,0
75.0,0,0,100,0,272,648,0
76.0,0,0,103,0,276,641,0
77.0,0,0,101,0,282,637,0
78.0,0,0,98,0,289,633,0
79.0,0,0,101,0,294,625,0
80.0,0,0,97,0,302,621,0
81.0,0,0,88,0,314,618,0
82.0,0,0,87,0,319,614,0
83.0,0,0,89,0,320,611,0
84.0,0,0,83,0,328,609,0
85.0,0,0,79,0,333,608,0
86.0,0,0,81,0,337,602,0
87.0,0,0,87,0,337,596,0
88.0,0,0,83,0,342,595,0
89.0,0,0,81,0,346,593,0
90.0,0,0,80,0,353,587,0
91.0,0,0,80,0,356,584,0
92.0,0,0,78,0,362,580,0
93.0,0,0,82,0,365,573,0
94.0,0,0,83,0,369,568,0
95.0,0,0,83,0,372,565,0
96.0,0,0,78,0,379,563,0
97.0,0,0,71,0,387,562,0
98.0,0,0,72,0,391,557,0
99.0,0,0,72,0,396,552,0
100.0,0,0,71,0,404,545,0
101.0,0,0,69,0,409,542,0
102.0,0,0,71,0,413,536,0
103.0,0,0,72,0,416,532,0
104.0,0,0,72,0,420,528,0
105.0,0,0,73,0,423,524,0
106.0,0,0,75,0,423,522,0
107.0,0,0,73,0,427,520,0
108.0,0,0,74,0,432,514,0
109.0,0,0,79,0,433,508,0
110.0,0,0,80,0,435,505,0
111.0,0,0,76,0,440,504,0
112.0,0,0,75,0,442,503,0
113.0,0,0,75,0,445,500,0
114.0,0,0,71,0,451,498,0
115.0,0,0,68,0,456,496,0
116.0,0,0,68,0,460,492,0
117.0,0,0,67,0,464,489,0
118.0,0,0,66,0,467,487,0
119.0,0,0,62,0,473,485,0
120.0,0,0,58,0,478,484,0
121.0,0,0,57,0,483,480,0
122.0,0,0,56,0,485,479,0
123.0,0,0,53,0,490,477,0
124.0,0,0,49,0,495,476,0
125.0,0,0,50,0,497,473,0
126.0,0,0,47,0,501,472,0
127.0,0,0,45,0,503,472,0
128.0,0,0,43,0,505,472,0
129.0,0,0,41,0,511,468,0
130.0,0,0,41,0,514,465,0
131.0,0,0,38,0,517,465,0
132.0,0,0,40,0,518,462,0
133.0,0,0,39,0,519,462,0
134.0,0,0,35,0,523,462,0
135.0,0,0,32,0,526,462,0
136.0,0,0,28,0,530,462,0
137.0,0,0,25,0,533,462,0
138.0,0,0,23,0,536,461,0
139.0,0,0,22,0,538,460,0
140.0,0,0,20,0,540,460,0
141.0,0,0,20,0,541,459,0
142.0,0,0,16,0,546,458,0
143.0,0,0,16,0,546,458,0
144.0,0,0,14,0,548,458,0
145.0,0,0,12,0,550,458,0
146.0,0,0,12,0,550,458,0
147.0,0,0,12,0,550,458,0
148.0,0,0,13,0,550,457,0
149.0,0,0,14,0,550,456,0
150.0,0,0,9,0,555,456,0
151.0,0,0,7,0,557,456,0
152.0,0,0,7,0,557,456,0
153.0,0,0,5,0,559,456,0
154.0,0,0,5,0,559,456,0
155.0,0,0,5,0,559,456,0
156.0,0,0,5,0,559,456,0
157.0,0,0,6,0,559,455,0
158.0,0,0,6,0,559,455,0
159.0,0,0,5,0,560,455,0
160.0,0,0,3,0,562,455,0
161.0,0,0,3,0,562,455,0
162.0,0,0,2,0,563,455,0
163.0,0,0,2,0,563,455,0
164.0,0,0,2,0,563,455,0
165.0,0,0,3,0,563,454,0
166.0,0,0,3,0,563,454,0
167.0,0,0,3,0,563,454,0
168.0,0,0,4,0,563,453,0
169.0,0,0,3,0,564,453,0
170.0,0,0,2,0,565,453,0
171.0,0,0,2,0,565,453,0
172.0,0,0,2,0,565,453,0
173.0,0,0,3,0,565,452,0
174.0,0,0,1,0,567,452,0
175.0,0,0,1,0,567,452,0
176.0,0,0,1,0,567,452,0
177.0,0,0,1,0,567,452,0
178.0,0,0,1,0,567,452,0
179.0,0,0,1,0,567,452,0
180.0,0,0,1,0,567,452,0
181.0,0,0,1,0,567,452,0
182.0,0,0,2,0,567,451,0
183.0,0,0,2,0,567,451,0
184.0,0,0,2,0,567,451,0
185.0,0,0,2,0,567,451,0
186.0,0,0,1,0,568,451,0
187.0,0,0,1,0,568,451,0
188.0,0,0,1,0,568,451,0
189.0,0,0,1,0,568,451,0
190.0,0,0,1,0,568,451,0
191.0,0,0,1,0,568,451,0
192.0,0,0,1,0,568,451,0
193.0,0,0,1,0,568,451,0
194.0,0,0,1,0,568,451,0
195.0,0,0,1,0,568,451,0
196.0,0,0,1,0,568,451,0
197.0,0,0,1,0,568,451,0
198.0,0,0,1,0,568,451,0
199.0,0,0,1,0,568,451,0
200.0,0,0,1,0,568,451,0
201.0,0,0,1,0,568,451,0
202.0,0,0,1,0,568,451,0
203.0,0,0,0,0,569,451,0
