"tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1.0,0,5,5,0,0,1000,0
2.0,0,7,7,0,0,996,0
3.0,0,9,8,0,0,993,0
4.0,0,10,8,0,0,992,0
5.0,0,11,9,0,0,990,0
6.0,0,11,9,0,1,989,0
7.0,0,11,9,0,1,989,0
8.0,0,10,11,0,2,987,0
9.0,0,11,11,0,3,985,0
10.0,0,13,12,0,4,981,0
11.0,0,14,13,0,4,979,0
12.0,0,15,14,0,4,977,0
13.0,0,15,14,0,4,977,0
14.0,0,22,15,0,4,969,0
15.0,0,27,15,0,4,964,0
16.0,0,30,16,0,4,960,0
17.0,0,35,21,0,4,950,0
18.0,0,41,23,0,5,941,0
19.0,0,45,26,0,6,933,0
20.0,0,50,30,0,6,924,0
21.0,0,49,28,0,14,919,0
22.0,0,53,32,0,15,910,0
23.0,0,51,34,0,20,905,0
24.0,0,58,34,0,23,895,0
25.0,0,59,36,0,24,891,0
26.0,0,63,38,0,27,882,0
27.0,0,70,39,0,28,873,0
28.0,0,73,44,0,29,864,0
29.0,0,76,50,0,31,853,0
30.0,0,79,51,0,35,845,0
31.0,0,80,56,0,41,833,0
32.0,0,79,59,0,44,828,0
33.0,0,83,62,0,48,817,0
34.0,0,91,64,0,53,802,0
35.0,0,91,69,0,59,791,0
36.0,0,93,75,0,64,778,0
37.0,0,91,81,0,71,767,0
38.0,0,89,84,0,78,759,0
39.0,0,87,86,0,85,752,0
40.0,0,89,88,0,90,743,0
41.0,0,89,92,0,98,731,0
42.0,0,91,94,0,106,719,0
43.0,0,92,96,0,114,708,0
44.0,0,91,102,0,123,694,0
45.0,0,85,109,0,132,684,0
46.0,0,92,116,0,135,667,0
47.0,0,91,116,0,146,657,0
48.0,0,88,119,0,155,648,0
49.0,0,88,128,0,162,632,0
50.0,0,91,125,0,172,622,0
51.0,0,86,127,0,181,616,0
52.0,0,86,126,0,193,605,0
53.0,0,85,130,0,200,595,0
54.0,0,82,138,0,211,579,0
55.0,0,78,139,0,229,564,0
56.0,0,73,139,0,240,558,0
57.0,0,73,137,0,252,548,0
58.0,0,69,139,0,266,536,0
59.0,0,73,137,0,275,525,0
60.0,0,72,138,0,284,516,0
61.0,0,71,143,0,290,506,0
62.0,0,68,140,0,305,497,0
63.0,0,67,135,0,320,488,0
64.0,0,61,130,0,335,484,0
65.0,0,67,128,0,348,467,0
66.0,0,70,126,0,356,458,0
67.0,0,64,124,0,370,452,0
68.0,0,69,127,0,377,437,0
69.0,0,67,131,0,384,428,0
70.0,0,65,123,0,401,421,0
71.0,0,67,123,0,406,414,0
72.0,0,68,126,0,411,405,0
73.0,0,67,123,0,420,400,0
74.0,0,69,115,0,432,394,0
75.0,0,70,111,0,444,385,0
76.0,0,64,106,0,458,382,0
77.0,0,65,106,0,464,375,0
78.0,0,61,104,0,476,369,0
79.0,0,61,98,0,488,363,0
80.0,0,55,94,0,500,361,0
81.0,0,56,87,0,512,355,0
82.0,0,56,81,0,522,351,0
83.0,0,52,81,0,532,345,0
84.0,0,47,79,0,543,341,0
85.0,0,46,78,0,547,339,0
86.0,0,39,73,0,561,337,0
87.0,0,36,70,0,568,336,0
88.0,0,38,69,0,573,330,0
89.0,0,36,64,0,584,326,0
90.0,0,33,63,0,594,320,0
91.0,0,31,64,0,599,316,0
92.0,0,28,59,0,609,314,0
93.0,0,26,56,0,615,313,0
94.0,0,23,57,0,621,309,0
95.0,0,20,58,0,626,306,0
96.0,0,19,53,0,634,304,0
97.0,0,21,54,0,636,299,0
98.0,0,17,54,0,644,295,0
99.0,0,18,55,0,647,290,0
100.0,0,18,51,0,652,289,0
