"tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1.0,0,5,5,0,0,1000,0
2.0,0,6,5,0,0,999,0
3.0,0,8,6,0,0,996,0
4.0,0,9,6,0,0,995,0
5.0,0,9,5,0,1,995,0
6.0,0,11,6,0,1,992,0
7.0,0,11,5,0,2,992,0
8.0,0,10,4,0,5,991,0
9.0,0,9,4,0,6,991,0
10.0,0,11,4,0,6,989,0
11.0,0,11,4,0,6,989,0
12.0,0,15,5,0,6,984,0
13.0,0,15,5,0,6,984,0
14.0,0,15,5,0,6,984,0
15.0,0,15,6,0,6,983,0
16.0,0,16,6,0,7,981,0
17.0,0,19,6,0,7,978,0
18.0,0,19,7,0,7,977,0
19.0,0,22,7,0,8,973,0
20.0,0,23,9,0,9,969,0
21.0,0,22,6,0,16,966,0
22.0,0,26,7,0,16,961,0
23.0,0,26,8,0,17,959,0
24.0,0,26,10,0,18,956,0
25.0,0,28,10,0,18,954,0
26.0,0,29,11,0,19,951,0
27.0,0,30,11,0,23,946,0
28.0,0,32,13,0,23,942,0
29.0,0,33,16,0,24,937,0
30.0,0,34,16,0,25,935,0
31.0,0,34,16,0,27,933,0
32.0,0,36,15,0,28,931,0
33.0,0,40,15,0,31,924,0
34.0,0,43,15,0,32,920,0
35.0,0,46,16,0,32,916,0
36.0,0,53,18,0,32,907,0
37.0,0,53,20,0,35,902,0
38.0,0,54,21,0,38,897,0
39.0,0,62,21,0,40,887,0
40.0,0,61,22,0,46,881,0
41.0,0,63,20,0,49,878,0
42.0,0,66,20,0,51,873,0
43.0,0,69,20,0,57,864,0
44.0,0,72,22,0,60,856,0
45.0,0,74,22,0,62,852,0
46.0,0,78,21,0,66,845,0
47.0,0,80,18,0,71,841,0
48.0,0,83,17,0,79,831,0
49.0,0,89,16,0,83,822,0
50.0,0,92,14,0,88,816,0
51.0,0,97,14,0,90,809,0
52.0,0,107,14,0,90,799,0
53.0,0,113,14,0,92,791,0
54.0,0,115,15,0,97,783,0
55.0,0,114,17,0,101,778,0
56.0,0,122,16,0,104,768,0
57.0,0,124,17,0,114,755,0
58.0,0,127,15,0,121,747,0
59.0,0,130,16,0,126,738,0
60.0,0,129,16,0,134,731,0
61.0,0,132,19,0,140,719,0
62.0,0,134,20,0,145,711,0
63.0,0,139,22,0,150,699,0
64.0,0,134,22,0,160,694,0
65.0,0,135,20,0,167,688,0
66.0,1,139,19,0,172,679,0
67.0,1,143,19,0,178,669,0
68.0,1,146,19,0,180,664,0
69.0,1,149,18,0,189,653,0
70.0,1,152,17,0,197,643,0
71.0,1,151,17,0,204,637,0
72.0,1,155,16,0,212,626,0
73.0,1,148,17,0,223,621,0
74.0,1,143,15,0,236,615,0
75.0,1,150,14,0,244,601,0
76.0,1,153,14,0,249,593,0
77.0,1,151,16,0,258,584,0
78.0,1,152,13,0,270,574,0
79.0,1,151,13,0,278,567,0
80.0,1,149,11,0,287,562,0
81.0,1,154,11,0,295,549,0
82.0,1,149,11,0,306,543,0
83.0,1,144,12,0,319,534,0
84.0,1,139,11,0,330,529,0
85.0,1,141,11,0,336,521,0
86.0,1,141,12,0,342,514,0
87.0,1,133,12,0,352,512,0
88.0,1,135,11,0,358,505,0
89.0,1,135,12,0,364,498,0
90.0,1,129,12,0,375,493,0
91.0,1,123,12,0,386,488,0
92.0,1,121,13,0,393,482,0
93.0,1,117,13,0,401,478,0
94.0,1,120,13,0,407,469,0
95.0,1,126,12,0,412,459,0
96.0,1,119,14,0,422,454,0
97.0,1,116,14,0,430,449,0
98.0,1,118,14,0,438,439,0
99.0,1,110,15,0,449,435,0
100.0,1,107,15,0,456,431,0
101.0,1,106,15,0,461,427,0
102.0,1,99,17,0,473,420,0
103.0,1,103,17,0,479,410,0
104.0,1,104,18,0,485,402,0
105.0,1,107,20,0,487,395,0
106.0,1,103,19,0,495,392,0
107.0,1,101,21,0,502,385,0
108.0,1,102,21,0,507,379,0
109.0,1,101,22,0,513,373,0
110.0,1,98,21,0,520,370,0
111.0,1,101,24,0,524,360,0
112.0,1,98,25,0,531,355,0
113.0,1,95,26,0,538,350,0
114.0,1,93,27,0,542,347,0
115.0,1,91,28,0,550,340,0
116.0,1,89,28,0,557,335,0
117.0,1,89,30,0,562,328,0
118.0,1,84,30,0,570,325,0
119.0,1,78,28,0,580,323,0
120.0,1,79,27,0,585,318,0
121.0,1,79,27,0,590,313,0
122.0,1,79,28,0,592,310,0
