"tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1.0,0,21,20,0,0,989,200
2.0,0,23,22,0,0,985,200
3.0,0,24,25,0,1,980,200
4.0,0,29,26,0,1,974,200
5.0,0,29,27,0,1,973,200
6.0,0,31,31,0,1,967,200
7.0,0,30,38,0,2,960,200
8.0,0,28,40,0,4,958,200
9.0,0,32,43,0,6,949,200
10.0,0,34,44,0,8,944,200
11.0,0,40,52,0,9,929,200
12.0,0,42,54,0,11,923,200
13.0,0,45,58,0,11,916,200
14.0,0,48,64,0,11,907,200
15.0,0,57,65,0,14,894,200
16.0,0,62,78,0,17,873,200
17.0,0,71,85,0,19,855,200
18.0,0,78,97,0,19,836,200
19.0,0,79,105,0,20,826,200
20.0,0,85,113,0,20,812,200
21.0,0,79,111,0,45,795,200
22.0,0,81,113,0,54,782,200
23.0,0,86,120,0,57,767,200
24.0,0,91,121,0,61,757,200
25.0,0,92,128,0,69,741,200
26.0,0,93,132,0,72,733,200
27.0,0,91,134,0,79,726,200
28.0,1,94,139,0,86,710,200
29.0,1,97,146,0,90,696,200
30.0,1,98,151,0,103,677,200
31.0,1,96,159,0,114,660,200
32.0,1,96,161,0,126,646,200
33.0,1,96,163,0,134,636,200
34.0,1,98,165,0,142,624,200
35.0,1,104,175,0,151,599,200
36.0,1,101,186,0,163,579,200
37.0,1,95,182,0,186,566,200
38.0,1,89,185,0,201,554,200
39.0,1,89,180,0,217,543,200
40.0,1,91,177,0,229,532,200
41.0,1,97,180,0,243,509,200
42.0,1,99,177,0,261,492,200
43.0,1,100,185,0,270,474,200
44.0,1,99,186,0,287,457,200
45.0,1,95,191,0,299,444,200
46.0,1,94,197,0,311,427,200
47.0,1,100,199,0,321,409,200
48.0,1,100,203,0,329,397,200
49.0,1,99,197,0,347,386,200
50.0,1,103,194,0,360,372,200
51.0,1,100,189,0,381,359,200
52.0,1,103,184,0,396,346,200
53.0,1,104,181,0,412,332,200
54.0,1,104,185,0,422,318,200
55.0,1,101,182,0,434,312,200
56.0,1,94,174,0,454,307,200
57.0,1,91,167,0,471,300,200
58.0,1,89,166,0,485,289,200
59.0,2,87,164,0,496,281,200
60.0,2,87,164,0,503,274,200
61.0,2,83,164,0,516,265,200
62.0,2,72,157,0,538,261,200
63.0,2,68,150,0,554,256,200
64.0,2,63,137,0,575,253,200
65.0,2,60,133,0,590,245,200
66.0,2,63,125,0,601,239,200
67.0,2,62,120,0,615,231,200
68.0,2,56,116,0,631,225,200
69.0,2,55,104,0,645,224,200
70.0,2,56,97,0,655,220,200
71.0,2,49,95,0,668,216,200
72.0,2,45,90,0,679,214,200
73.0,2,39,85,0,691,213,200
74.0,2,36,78,0,705,209,200
75.0,2,33,73,0,716,206,200
76.0,2,32,71,0,722,203,200
77.0,2,34,66,0,727,201,200
78.0,2,34,60,0,734,200,200
79.0,2,33,52,0,747,196,200
80.0,2,30,47,0,756,195,200
81.0,2,29,44,0,762,193,200
82.0,2,27,40,0,770,191,200
83.0,2,27,37,0,774,190,200
84.0,2,26,34,0,778,190,200
85.0,2,26,34,0,781,187,200
86.0,2,23,31,0,788,186,200
87.0,2,19,31,0,795,183,200
88.0,2,20,25,0,803,180,200
89.0,2,18,22,0,808,180,200
90.0,2,19,19,0,811,179,200
91.0,2,16,18,0,815,179,200
92.0,2,16,16,0,818,178,200
93.0,2,17,15,0,820,176,200
94.0,2,18,15,0,820,175,200
95.0,2,16,13,0,824,175,200
96.0,2,15,10,0,828,175,200
97.0,2,15,10,0,829,174,200
98.0,2,12,11,0,832,173,200
99.0,2,10,11,0,834,173,200
100.0,2,8,11,0,837,172,200
101.0,2,8,11,0,838,171,200
102.0,2,8,10,0,839,171,200
103.0,2,8,8,0,841,171,200
104.0,2,9,8,0,841,170,200
105.0,2,9,11,0,841,167,200
106.0,2,8,10,0,843,167,200
107.0,2,8,9,0,844,167,200
108.0,2,6,8,0,847,167,200
109.0,2,5,7,0,850,166,200
110.0,2,5,6,0,851,166,200
111.0,2,4,7,0,852,165,200
112.0,2,4,8,0,852,164,200
113.0,2,4,8,0,852,164,200
114.0,2,3,8,0,854,163,200
115.0,2,2,8,0,855,163,200
116.0,2,2,8,0,855,163,200
117.0,2,2,9,0,855,162,200
118.0,2,2,9,0,855,162,200
119.0,2,2,8,0,856,162,200
120.0,2,2,8,0,856,162,200
121.0,2,2,8,0,856,162,200
122.0,2,2,7,0,857,162,200
123.0,2,2,7,0,857,162,200
124.0,2,2,7,0,857,162,200
125.0,2,1,7,0,858,162,200
126.0,2,1,4,0,861,162,200
127.0,2,1,4,0,861,162,200
128.0,2,0,4,0,862,162,200
129.0,2,0,4,0,862,162,200
