"tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1.0,0,6,5,0,2,697,300
2.0,0,7,6,0,2,695,300
3.0,0,7,6,0,2,695,300
4.0,0,7,6,0,2,695,300
5.0,0,7,6,0,2,695,300
6.0,0,8,6,0,2,694,300
7.0,0,8,6,0,2,694,300
8.0,0,9,6,0,2,693,300
9.0,0,9,6,0,2,693,300
10.0,0,9,6,0,2,693,300
11.0,0,9,6,0,2,693,300
12.0,0,10,8,0,2,690,300
13.0,0,10,10,0,3,687,300
14.0,0,10,12,0,3,685,300
15.0,0,10,12,0,3,685,300
16.0,0,10,13,0,3,684,300
17.0,0,10,14,0,3,683,300
18.0,0,10,15,0,3,682,300
19.0,0,11,15,0,3,681,300
20.0,0,14,16,0,3,677,300
21.0,0,13,14,0,11,672,300
22.0,0,12,12,0,14,672,300
23.0,0,13,10,0,17,670,300
24.0,0,13,10,0,17,670,300
25.0,0,13,11,0,17,669,300
26.0,0,12,11,0,18,669,300
27.0,0,12,13,0,19,666,300
28.0,0,13,13,0,19,665,300
29.0,0,14,13,0,20,663,300
30.0,0,16,13,0,20,661,300
31.0,0,17,15,0,20,658,300
32.0,0,20,17,0,20,653,300
33.0,0,20,16,0,21,653,300
34.0,0,19,14,0,25,652,300
35.0,0,19,12,0,27,652,300
36.0,0,21,12,0,27,650,300
37.0,0,22,11,0,28,649,300
38.0,0,24,11,0,28,647,300
39.0,0,25,10,0,29,646,300
40.0,0,24,11,0,32,643,300
41.0,0,22,12,0,36,640,300
42.0,0,17,9,0,44,640,300
43.0,0,19,11,0,44,636,300
44.0,0,17,12,0,46,635,300
45.0,0,20,12,0,46,632,300
46.0,0,20,13,0,47,630,300
47.0,0,22,15,0,48,625,300
48.0,0,20,13,0,52,625,300
49.0,0,21,12,0,53,624,300
50.0,0,20,12,0,54,624,300
51.0,0,22,13,0,55,620,300
52.0,0,25,12,0,57,616,300
53.0,0,26,10,0,61,613,300
54.0,0,27,11,0,62,610,300
55.0,0,28,10,0,63,609,300
56.0,0,29,10,0,63,608,300
57.0,0,29,11,0,65,605,300
58.0,0,31,11,0,67,601,300
59.0,0,28,11,0,70,601,300
60.0,0,30,13,0,71,596,300
61.0,0,31,14,0,72,593,300
62.0,0,32,13,0,74,591,300
63.0,0,33,13,0,74,590,300
64.0,0,31,11,0,79,589,300
65.0,0,32,10,0,80,588,300
66.0,0,34,10,0,82,584,300
67.0,0,35,9,0,83,583,300
68.0,0,34,7,0,88,581,300
69.0,0,36,7,0,88,579,300
70.0,0,34,8,0,90,578,300
71.0,0,34,9,0,90,577,300
72.0,0,34,9,0,94,573,300
73.0,0,31,9,0,98,572,300
74.0,0,30,10,0,100,570,300
75.0,0,28,10,0,104,568,300
76.0,0,31,10,0,106,563,300
77.0,0,31,10,0,107,562,300
78.0,0,29,9,0,110,562,300
79.0,0,27,11,0,113,559,300
80.0,0,27,11,0,113,559,300
81.0,0,27,9,0,118,556,300
82.0,0,28,9,0,120,553,300
83.0,0,27,11,0,122,550,300
84.0,0,29,13,0,122,546,300
85.0,0,30,13,0,123,544,300
86.0,0,30,14,0,124,542,300
87.0,0,27,14,0,127,542,300
88.0,0,27,14,0,128,541,300
89.0,0,25,16,0,130,539,300
90.0,0,26,17,0,132,535,300
91.0,0,28,18,0,132,532,300
92.0,0,28,18,0,134,530,300
93.0,0,25,17,0,139,529,300
94.0,0,29,19,0,140,522,300
95.0,0,28,19,0,142,521,300
96.0,0,27,18,0,144,521,300
97.0,0,23,17,0,149,521,300
98.0,0,23,19,0,150,518,300
99.0,0,26,19,0,150,515,300
100.0,0,26,15,0,154,515,300
101.0,0,28,14,0,155,513,300
102.0,0,28,14,0,158,510,300
103.0,0,26,14,0,161,509,300
104.0,0,29,14,0,163,504,300
105.0,0,29,12,0,167,502,300
106.0,0,28,13,0,169,500,300
107.0,0,27,13,0,170,500,300
108.0,0,29,14,0,170,497,300
109.0,0,29,14,0,172,495,300
110.0,0,31,12,0,174,493,300
111.0,0,29,12,0,177,492,300
112.0,0,31,12,0,179,488,300
113.0,0,31,10,0,183,486,300
114.0,0,29,9,0,187,485,300
115.0,0,26,9,0,192,483,300
116.0,0,26,8,0,194,482,300
117.0,0,25,8,0,195,482,300
118.0,0,27,9,0,195,479,300
119.0,0,26,7,0,199,478,300
120.0,0,23,7,0,203,477,300
121.0,0,25,7,0,203,475,300
122.0,0,23,7,0,206,474,300
123.0,0,23,7,0,208,472,300
124.0,0,24,8,0,208,470,300
125.0,0,22,8,0,211,469,300
126.0,0,25,8,0,211,466,300
127.0,0,27,7,0,213,463,300
128.0,0,29,7,0,213,461,300
129.0,0,29,6,0,216,459,300
130.0,0,28,6,0,218,458,300
131.0,0,28,7,0,220,455,300
132.0,0,27,7,0,221,455,300
133.0,0,24,6,0,225,455,300
134.0,0,25,5,0,226,454,300
135.0,0,25,4,0,227,454,300
136.0,0,25,3,0,229,453,300
137.0,0,24,3,0,230,453,300
138.0,0,25,3,0,230,452,300
139.0,0,27,3,0,231,449,300
140.0,0,28,3,0,232,447,300
141.0,0,28,3,0,233,446,300
142.0,0,28,3,0,235,444,300
143.0,0,27,3,0,236,444,300
144.0,0,24,2,0,240,444,300
145.0,0,23,2,0,241,444,300
146.0,0,23,2,0,242,443,300
147.0,0,20,2,0,245,443,300
148.0,0,17,2,0,248,443,300
149.0,0,16,2,0,249,443,300
150.0,0,14,2,0,252,442,300
151.0,0,13,2,0,253,442,300
152.0,0,13,1,0,255,441,300
153.0,0,15,1,0,255,439,300
154.0,0,16,1,0,255,438,300
155.0,0,16,1,0,256,437,300
156.0,0,20,1,0,256,433,300
157.0,0,19,1,0,258,432,300
158.0,0,21,1,0,259,429,300
159.0,0,20,1,0,260,429,300
160.0,0,17,0,0,264,429,300
161.0,0,15,0,0,267,428,300
162.0,0,14,0,0,268,428,300
163.0,0,14,0,0,269,427,300
164.0,0,15,0,0,269,426,300
165.0,0,15,0,0,270,425,300
166.0,0,16,0,0,270,424,300
167.0,0,16,0,0,270,424,300
168.0,0,16,0,0,270,424,300
169.0,0,17,0,0,270,423,300
170.0,0,18,0,0,270,422,300
171.0,0,17,0,0,271,422,300
172.0,0,19,0,0,271,420,300
173.0,0,21,0,0,272,417,300
174.0,0,22,0,0,273,415,300
175.0,0,21,0,0,274,415,300
176.0,0,21,0,0,275,414,300
177.0,0,20,0,0,278,412,300
178.0,0,19,0,0,279,412,300
179.0,0,17,0,0,282,411,300
180.0,0,19,0,0,282,409,300
181.0,0,20,0,0,282,408,300
182.0,0,20,0,0,282,408,300
183.0,0,20,0,0,282,408,300
184.0,0,20,0,0,283,407,300
185.0,0,19,0,0,284,407,300
186.0,0,19,0,0,285,406,300
187.0,0,18,0,0,286,406,300
188.0,0,18,0,0,286,406,300
189.0,0,18,0,0,286,406,300
190.0,0,18,0,0,287,405,300
191.0,0,18,0,0,288,404,300
192.0,0,18,0,0,288,404,300
193.0,0,17,0,0,290,403,300
194.0,0,14,0,0,293,403,300
195.0,0,12,0,0,295,403,300
196.0,0,14,0,0,295,401,300
197.0,0,15,0,0,296,399,300
198.0,0,13,0,0,298,399,300
199.0,0,14,0,0,298,398,300
200.0,0,14,0,0,299,397,300
201.0,0,12,0,0,301,397,300
202.0,0,12,0,0,302,396,300
203.0,0,13,0,0,302,395,300
204.0,0,14,0,0,302,394,300
205.0,0,13,0,0,303,394,300
206.0,0,14,0,0,303,393,300
207.0,0,13,0,0,304,393,300
208.0,0,13,0,0,304,393,300
209.0,0,13,0,0,304,393,300
210.0,0,13,0,0,304,393,300
211.0,0,13,0,0,305,392,300
212.0,0,12,0,0,306,392,300
213.0,0,13,0,0,306,391,300
214.0,0,13,0,0,307,390,300
215.0,0,14,0,0,307,389,300
216.0,0,15,0,0,307,388,300
217.0,0,13,0,0,309,388,300
218.0,0,12,0,0,311,387,300
219.0,0,12,0,0,311,387,300
220.0,0,11,0,0,312,387,300
221.0,0,10,0,0,313,387,300
222.0,0,11,0,0,313,386,300
223.0,0,11,0,0,314,385,300
224.0,0,10,0,0,315,385,300
225.0,0,9,0,0,316,385,300
226.0,0,9,0,0,316,385,300
227.0,0,8,0,0,317,385,300
228.0,0,7,0,0,318,385,300
229.0,0,7,0,0,318,385,300
230.0,0,7,0,0,318,385,300
231.0,0,7,0,0,318,385,300
232.0,0,6,0,0,319,385,300
233.0,0,6,0,0,319,385,300
234.0,0,5,0,0,320,385,300
235.0,0,5,0,0,321,384,300
236.0,0,4,0,0,322,384,300
237.0,0,3,0,0,323,384,300
238.0,0,3,0,0,323,384,300
239.0,0,2,0,0,324,384,300
240.0,0,2,0,0,324,384,300
241.0,0,2,0,0,324,384,300
242.0,0,2,0,0,324,384,300
243.0,0,2,0,0,324,384,300
244.0,0,2,0,0,325,383,300
245.0,0,2,0,0,325,383,300
246.0,0,2,0,0,325,383,300
247.0,0,2,0,0,325,383,300
248.0,0,2,0,0,325,383,300
249.0,0,2,0,0,325,383,300
250.0,0,2,0,0,325,383,300
251.0,0,2,0,0,325,383,300
252.0,0,2,0,0,325,383,300
253.0,0,2,0,0,325,383,300
254.0,0,2,0,0,325,383,300
255.0,0,3,0,0,325,382,300
256.0,0,2,0,0,326,382,300
257.0,0,2,0,0,326,382,300
258.0,0,2,0,0,326,382,300
259.0,0,2,0,0,326,382,300
260.0,0,2,0,0,326,382,300
261.0,0,2,0,0,326,382,300
262.0,0,2,0,0,326,382,300
263.0,0,3,0,0,326,381,300
264.0,0,3,0,0,326,381,300
265.0,0,2,0,0,327,381,300
266.0,0,2,0,0,327,381,300
267.0,0,2,0,0,327,381,300
268.0,0,2,0,0,327,381,300
269.0,0,2,0,0,327,381,300
270.0,0,2,0,0,327,381,300
