"tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1.0,0,16,16,0,0,998,200
2.0,0,17,16,0,0,997,200
3.0,0,17,17,0,0,996,200
4.0,0,18,18,0,0,994,200
5.0,0,18,18,0,0,994,200
6.0,0,17,22,0,1,990,200
7.0,0,17,24,0,1,988,200
8.0,0,20,23,0,2,985,200
9.0,0,20,24,0,2,984,200
10.0,1,19,28,0,2,980,200
11.0,1,19,30,0,2,978,200
12.0,1,20,33,0,2,974,200
13.0,1,19,37,0,3,970,200
14.0,1,20,39,0,4,966,200
15.0,1,20,37,0,7,965,200
16.0,1,21,37,0,9,962,200
17.0,1,24,39,0,9,957,200
18.0,1,23,44,0,10,952,200
19.0,1,24,45,0,11,949,200
20.0,1,24,48,0,11,946,200
21.0,1,15,36,0,35,943,200
22.0,1,14,37,0,37,941,200
23.0,1,15,39,0,38,937,200
24.0,1,17,41,0,39,932,200
25.0,1,17,40,0,42,930,200
26.0,1,19,41,0,44,925,200
27.0,1,22,38,0,51,918,200
28.0,1,21,34,0,56,918,200
29.0,1,21,34,0,57,917,200
30.0,1,21,36,0,57,915,200
31.0,1,23,36,0,61,909,200
32.0,1,27,36,0,63,903,200
33.0,1,26,36,0,66,901,200
34.0,1,27,35,0,68,899,200
35.0,1,25,35,0,75,894,200
36.0,1,25,38,0,76,890,200
37.0,1,25,40,0,80,884,200
38.0,1,21,38,0,86,884,200
39.0,1,22,36,0,90,881,200
40.0,1,23,35,0,93,878,200
41.0,1,25,33,0,96,875,200
42.0,1,24,34,0,99,872,200
43.0,1,24,34,0,100,871,200
44.0,1,24,34,0,102,869,200
45.0,1,22,34,0,107,866,200
46.0,1,20,33,0,110,866,200
47.0,1,19,33,0,113,864,200
48.0,1,15,34,0,118,862,200
49.0,1,15,35,0,118,861,200
50.0,1,14,36,0,119,860,200
51.0,1,15,35,0,121,858,200
52.0,1,13,36,0,126,854,200
53.0,1,12,36,0,129,852,200
54.0,1,11,35,0,132,851,200
55.0,1,9,35,0,135,850,200
56.0,1,9,33,0,141,846,200
57.0,1,8,30,0,146,845,200
58.0,1,8,25,0,151,845,200
59.0,1,7,26,0,152,844,200
60.0,1,7,24,0,156,842,200
61.0,1,8,24,0,158,839,200
62.0,1,9,25,0,160,835,200
63.0,1,9,24,0,163,833,200
64.0,1,10,24,0,164,831,200
65.0,1,12,27,0,165,825,200
66.0,1,12,24,0,168,825,200
67.0,1,14,25,0,168,822,200
68.0,1,15,23,0,172,819,200
69.0,1,14,22,0,175,818,200
70.0,1,16,25,0,175,813,200
71.0,1,16,25,0,176,812,200
72.0,1,14,28,0,179,808,200
73.0,1,17,26,0,181,805,200
74.0,1,15,25,0,184,805,200
75.0,1,16,24,0,187,802,200
76.0,1,17,27,0,188,797,200
77.0,2,15,27,0,190,796,200
78.0,2,16,27,0,192,793,200
79.0,2,16,28,0,192,792,200
80.0,2,17,29,0,193,789,200
81.0,2,19,28,0,196,785,200
82.0,2,21,26,0,199,782,200
83.0,2,20,26,0,203,779,200
84.0,2,21,26,0,206,775,200
85.0,2,20,25,0,208,775,200
86.0,2,21,22,0,213,772,200
87.0,2,21,23,0,214,770,200
88.0,3,20,24,0,216,767,200
89.0,3,20,24,0,217,766,200
90.0,3,20,24,0,218,765,200
91.0,3,18,21,0,224,764,200
92.0,3,17,20,0,226,764,200
93.0,3,18,20,0,227,762,200
94.0,3,16,20,0,231,760,200
95.0,3,15,20,0,232,760,200
96.0,3,15,20,0,235,757,200
97.0,3,14,18,0,238,757,200
98.0,3,14,18,0,239,756,200
99.0,3,14,16,0,241,756,200
100.0,3,15,17,0,241,754,200
101.0,3,14,14,0,245,754,200
102.0,3,12,12,0,249,754,200
103.0,3,12,12,0,251,752,200
104.0,3,11,10,0,254,752,200
105.0,3,11,7,0,257,752,200
106.0,3,12,7,0,257,751,200
107.0,3,12,5,0,260,750,200
108.0,3,12,5,0,260,750,200
109.0,3,12,4,0,262,749,200
110.0,3,12,4,0,262,749,200
111.0,3,13,4,0,263,747,200
112.0,3,12,4,0,264,747,200
113.0,3,12,5,0,264,746,200
114.0,3,12,5,0,265,745,200
115.0,3,11,5,0,267,744,200
116.0,3,12,5,0,267,743,200
117.0,3,10,4,0,270,743,200
118.0,3,10,4,0,270,743,200
119.0,3,10,3,0,271,743,200
120.0,3,10,3,0,271,743,200
121.0,3,9,3,0,273,742,200
122.0,3,10,3,0,273,741,200
123.0,3,10,3,0,273,741,200
124.0,3,8,2,0,276,741,200
125.0,3,7,2,0,277,741,200
126.0,3,7,2,0,277,741,200
127.0,3,6,2,0,278,741,200
128.0,3,6,2,0,279,740,200
129.0,3,6,2,0,279,740,200
130.0,3,5,2,0,280,740,200
131.0,3,5,2,0,280,740,200
132.0,3,4,1,0,282,740,200
133.0,3,4,1,0,282,740,200
134.0,3,3,1,0,283,740,200
135.0,3,3,1,0,283,740,200
136.0,3,2,1,0,284,740,200
137.0,3,1,1,0,285,740,200
138.0,3,1,1,0,285,740,200
139.0,3,1,1,0,285,740,200
140.0,3,1,1,0,285,740,200
141.0,3,1,1,0,285,740,200
142.0,3,1,0,0,286,740,200
143.0,3,1,0,0,286,740,200
144.0,3,1,0,0,286,740,200
145.0,3,1,0,0,286,740,200
146.0,3,1,0,0,286,740,200
147.0,3,1,0,0,286,740,200
148.0,3,1,0,0,286,740,200
149.0,3,0,0,0,287,740,200
