"tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1.0,0,8,0,0,0,1998,0
2.0,0,10,0,0,0,1996,0
3.0,0,10,0,0,0,1996,0
4.0,0,12,0,0,0,1994,0
5.0,0,14,0,0,1,1991,0
6.0,0,17,0,0,1,1988,0
7.0,0,19,0,0,1,1986,0
8.0,0,20,0,0,1,1985,0
9.0,0,24,0,0,1,1981,0
10.0,0,32,0,0,1,1973,0
11.0,0,37,0,0,1,1968,0
12.0,0,38,0,0,1,1967,0
13.0,0,43,0,0,1,1962,0
14.0,0,45,0,0,1,1960,0
15.0,0,52,0,0,1,1953,0
16.0,0,57,0,0,1,1948,0
17.0,0,66,0,0,1,1939,0
18.0,0,72,0,0,3,1931,0
19.0,0,73,0,0,6,1927,0
20.0,0,82,0,0,7,1917,0
21.0,0,89,0,0,14,1903,0
22.0,0,94,0,0,17,1895,0
23.0,0,105,0,0,19,1882,0
24.0,0,113,0,0,20,1873,0
25.0,0,120,0,0,21,1865,0
26.0,0,127,0,0,28,1851,0
27.0,0,141,0,0,30,1835,0
28.0,0,152,0,0,32,1822,0
29.0,0,162,0,0,35,1809,0
30.0,0,175,0,0,42,1789,0
31.0,0,182,0,0,51,1773,0
32.0,0,184,0,0,57,1765,0
33.0,0,195,0,0,60,1751,0
34.0,0,197,0,0,66,1743,0
35.0,0,210,0,0,68,1728,0
36.0,0,213,0,0,76,1717,0
37.0,0,218,0,0,81,1707,0
38.0,0,217,0,0,92,1697,0
39.0,0,229,0,0,98,1679,0
40.0,0,242,0,0,103,1661,0
41.0,0,257,0,0,111,1638,0
42.0,0,258,0,0,126,1622,0
43.0,0,270,0,0,134,1602,0
44.0,0,279,0,0,147,1580,0
45.0,0,290,0,0,157,1559,0
46.0,0,305,0,0,166,1535,0
47.0,0,309,0,0,182,1515,0
48.0,0,310,0,0,195,1501,0
49.0,0,318,0,0,205,1483,0
50.0,0,326,0,0,215,1465,0
51.0,0,323,0,0,236,1447,0
52.0,0,317,0,0,255,1434,0
53.0,0,326,0,0,264,1416,0
54.0,0,326,0,0,280,1400,0
55.0,0,333,0,0,288,1385,0
56.0,0,337,0,0,304,1365,0
57.0,0,345,0,0,321,1340,0
58.0,0,355,0,0,332,1319,0
59.0,0,367,0,0,344,1295,0
60.0,0,371,0,0,363,1272,0
61.0,0,369,0,0,383,1254,0
62.0,0,370,0,0,405,1231,0
63.0,0,377,0,0,421,1208,0
64.0,0,384,0,0,443,1179,0
65.0,0,388,0,0,462,1156,0
66.0,0,390,0,0,486,1130,0
67.0,0,391,0,0,509,1106,0
68.0,0,392,0,0,527,1087,0
69.0,0,392,0,0,547,1067,0
70.0,1,410,0,0,565,1030,0
71.0,1,408,0,0,584,1013,0
72.0,1,417,0,0,598,990,0
73.0,1,424,0,0,613,968,0
74.0,1,432,0,0,632,941,0
75.0,1,429,0,0,647,929,0
76.0,1,429,0,0,668,908,0
77.0,1,426,0,0,692,887,0
78.0,1,425,0,0,718,862,0
79.0,1,421,0,0,739,845,0
80.0,1,412,0,0,763,830,0
81.0,1,415,0,0,784,806,0
82.0,1,413,0,0,803,789,0
83.0,1,409,0,0,825,771,0
84.0,1,396,0,0,849,760,0
85.0,1,395,0,0,876,734,0
86.0,1,394,0,0,897,714,0
87.0,1,392,0,0,921,692,0
88.0,1,378,0,0,946,681,0
89.0,1,370,0,0,965,670,0
90.0,1,360,0,0,984,661,0
91.0,1,344,0,0,1020,641,0
92.0,1,339,0,0,1036,630,0
93.0,1,330,0,0,1060,615,0
94.0,1,322,0,0,1082,601,0
95.0,1,311,0,0,1107,587,0
96.0,1,315,0,0,1117,573,0
97.0,1,312,0,0,1134,559,0
98.0,1,300,0,0,1157,548,0
99.0,1,287,0,0,1180,538,0
100.0,1,281,0,0,1195,529,0
101.0,1,275,0,0,1209,521,0
102.0,1,256,0,0,1235,514,0
103.0,1,252,0,0,1253,500,0
104.0,1,249,0,0,1269,487,0
105.0,1,249,0,0,1279,477,0
106.0,1,246,0,0,1298,461,0
107.0,1,237,0,0,1317,451,0
108.0,1,226,0,0,1336,443,0
109.0,1,221,0,0,1346,438,0
110.0,1,217,0,0,1358,430,0
111.0,1,214,0,0,1367,424,0
112.0,1,201,0,0,1382,422,0
113.0,1,192,0,0,1394,419,0
114.0,1,194,0,0,1404,407,0
115.0,1,189,0,0,1415,401,0
116.0,1,180,0,0,1432,393,0
117.0,1,171,0,0,1445,389,0
118.0,1,161,0,0,1458,386,0
119.0,1,155,0,0,1469,381,0
120.0,1,146,0,0,1479,380,0
121.0,1,142,0,0,1487,376,0
122.0,1,135,0,0,1496,374,0
123.0,1,131,0,0,1504,370,0
124.0,1,119,0,0,1519,367,0
125.0,1,111,0,0,1531,363,0
