"run","tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1,1.0,0,14,0,0,0,986,0
1,2.0,0,16,0,0,0,984,0
1,3.0,0,15,0,0,1,984,0
1,4.0,0,15,0,0,3,982,0
1,5.0,0,15,0,0,3,982,0
1,6.0,0,16,0,0,3,981,0
1,7.0,0,17,0,0,3,980,0
1,8.0,0,16,0,0,4,980,0
1,9.0,0,16,0,0,5,979,0
1,10.0,0,17,0,0,5,978,0
1,11.0,0,19,0,0,5,976,0
1,12.0,0,19,0,0,5,976,0
1,13.0,0,21,0,0,5,974,0
1,14.0,0,24,0,0,5,971,0
1,15.0,0,24,0,0,5,971,0
1,16.0,0,25,0,0,5,970,0
1,17.0,0,27,0,0,6,967,0
1,18.0,0,27,0,0,7,966,0
1,19.0,0,27,0,0,8,965,0
1,20.0,0,27,0,0,8,965,0
1,21.0,0,21,0,0,16,963,0
1,22.0,0,20,0,0,19,961,0
1,23.0,0,18,0,0,21,961,0
1,24.0,0,18,0,0,22,960,0
1,25.0,0,18,0,0,23,959,0
1,26.0,0,19,0,0,24,957,0
1,27.0,0,22,0,0,24,954,0
1,28.0,0,20,0,0,26,954,0
1,29.0,0,23,0,0,26,951,0
1,30.0,0,26,0,0,27,947,0
1,31.0,0,27,0,0,27,946,0
1,32.0,0,25,0,0,29,946,0
1,33.0,0,27,0,0,29,944,0
1,34.0,0,25,0,0,31,944,0
1,35.0,0,23,0,0,34,943,0
1,36.0,0,26,0,0,34,940,0
1,37.0,0,25,0,0,36,939,0
1,38.0,0,23,0,0,38,939,0
1,39.0,0,26,0,0,38,936,0
1,40.0,0,27,0,0,38,935,0
1,41.0,0,26,0,0,39,935,0
1,42.0,0,26,0,0,40,934,0
1,43.0,0,24,0,0,43,933,0
1,44.0,0,25,0,0,43,932,0
1,45.0,0,26,0,0,44,930,0
1,46.0,0,26,0,0,44,930,0
1,47.0,0,24,0,0,46,930,0
1,48.0,0,23,0,0,49,928,0
1,49.0,0,25,0,0,49,926,0
1,50.0,0,22,0,0,52,926,0
1,51.0,0,19,0,0,55,926,0
1,52.0,0,19,0,0,57,924,0
1,53.0,0,19,0,0,57,924,0
1,54.0,0,18,0,0,59,923,0
1,55.0,0,18,0,0,60,922,0
1,56.0,0,18,0,0,61,921,0
1,57.0,0,17,0,0,63,920,0
1,58.0,0,16,0,0,64,920,0
1,59.0,0,15,0,0,65,920,0
1,60.0,0,13,0,0,68,919,0
1,61.0,0,13,0,0,68,919,0
1,62.0,0,14,0,0,68,918,0
1,63.0,0,13,0,0,69,918,0
1,64.0,0,13,0,0,70,917,0
