"run","tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1,1.0,0,16,0,0,0,984,0
1,2.0,0,16,0,0,0,984,0
1,3.0,0,19,0,0,0,981,0
1,4.0,0,21,0,0,0,979,0
1,5.0,0,22,0,0,0,978,0
1,6.0,0,26,0,0,0,974,0
1,7.0,0,27,0,0,0,973,0
1,8.0,0,27,0,0,1,972,0
1,9.0,0,29,0,0,2,969,0
1,10.0,0,30,0,0,2,968,0
1,11.0,0,31,0,0,3,966,0
1,12.0,0,32,0,0,3,965,0
1,13.0,0,33,0,0,3,964,0
1,14.0,0,34,0,0,3,963,0
1,15.0,0,37,0,0,3,960,0
1,16.0,0,39,0,0,4,957,0
1,17.0,0,41,0,0,4,955,0
1,18.0,0,44,0,0,4,952,0
1,19.0,0,48,0,0,4,948,0
1,20.0,0,48,0,0,4,948,0
1,21.0,0,42,0,0,13,945,0
1,22.0,0,42,0,0,17,941,0
1,23.0,0,44,0,0,17,939,0
1,24.0,0,43,0,0,19,938,0
1,25.0,0,40,0,0,23,937,0
1,26.0,0,39,0,0,26,935,0
1,27.0,0,39,0,0,29,932,0
1,28.0,0,40,0,0,30,930,0
1,29.0,1,37,0,0,32,930,0
1,30.0,1,35,0,0,35,929,0
1,31.0,1,36,0,0,36,927,0
1,32.0,1,38,0,0,38,923,0
1,33.0,1,37,0,0,40,922,0
1,34.0,1,37,0,0,41,921,0
1,35.0,1,40,0,0,42,917,0
1,36.0,1,36,0,0,48,915,0
1,37.0,1,40,0,0,49,910,0
1,38.0,1,37,0,0,52,910,0
1,39.0,1,35,0,0,55,909,0
1,40.0,1,36,0,0,59,904,0
1,41.0,1,41,0,0,59,899,0
1,42.0,1,40,0,0,60,899,0
1,43.0,2,40,0,0,62,896,0
1,44.0,2,41,0,0,63,894,0
1,45.0,2,40,0,0,64,894,0
1,46.0,2,44,0,0,65,889,0
1,47.0,2,46,0,0,67,885,0
1,48.0,2,46,0,0,70,882,0
1,49.0,2,45,0,0,73,880,0
1,50.0,2,49,0,0,73,876,0
1,51.0,2,53,0,0,74,871,0
1,52.0,2,56,0,0,76,866,0
1,53.0,2,59,0,0,79,860,0
1,54.0,2,64,0,0,81,853,0
1,55.0,3,65,0,0,82,850,0
1,56.0,3,63,0,0,85,849,0
1,57.0,3,60,0,0,88,849,0
1,58.0,3,56,0,0,93,848,0
1,59.0,3,56,0,0,93,848,0
1,60.0,3,59,0,0,94,844,0
1,61.0,3,57,0,0,99,841,0
1,62.0,3,58,0,0,103,836,0
1,63.0,4,60,0,0,103,833,0
1,64.0,4,60,0,0,107,829,0
1,65.0,4,62,0,0,110,824,0
1,66.0,4,61,0,0,112,823,0
1,67.0,4,63,0,0,115,818,0
1,68.0,4,66,0,0,117,813,0
1,69.0,4,62,0,0,123,811,0
1,70.0,4,63,0,0,125,808,0
1,71.0,4,61,0,0,129,806,0
1,72.0,4,61,0,0,134,801,0
1,73.0,4,57,0,0,138,801,0
1,74.0,4,51,0,0,144,801,0
1,75.0,4,49,0,0,150,797,0
1,76.0,4,51,0,0,154,791,0
1,77.0,4,51,0,0,156,789,0
1,78.0,4,52,0,0,157,787,0
1,79.0,4,52,0,0,159,785,0
1,80.0,4,54,0,0,160,782,0
1,81.0,4,50,0,0,164,782,0
1,82.0,4,47,0,0,167,782,0
1,83.0,4,46,0,0,170,780,0
1,84.0,4,46,0,0,172,778,0
1,85.0,4,41,0,0,177,778,0
1,86.0,4,36,0,0,182,778,0
1,87.0,4,37,0,0,183,776,0
1,88.0,4,34,0,0,187,775,0
1,89.0,4,31,0,0,191,774,0
1,90.0,4,32,0,0,193,771,0
1,91.0,4,33,0,0,194,769,0
1,92.0,4,34,0,0,194,768,0
1,93.0,4,32,0,0,198,766,0
1,94.0,4,31,0,0,199,766,0
1,95.0,4,31,0,0,200,765,0
1,96.0,4,28,0,0,204,764,0
1,97.0,4,24,0,0,209,763,0
1,98.0,5,22,0,0,210,763,0
1,99.0,6,20,0,0,212,762,0
1,100.0,6,20,0,0,212,762,0
1,101.0,6,18,0,0,214,762,0
1,102.0,6,18,0,0,214,762,0
1,103.0,6,18,0,0,214,762,0
1,104.0,6,18,0,0,216,760,0
1,105.0,6,16,0,0,218,760,0
1,106.0,6,18,0,0,218,758,0
1,107.0,6,19,0,0,218,757,0
1,108.0,6,17,0,0,220,757,0
1,109.0,6,17,0,0,221,756,0
1,110.0,6,17,0,0,221,756,0
1,111.0,6,14,0,0,225,755,0
1,112.0,6,16,0,0,227,751,0
1,113.0,6,13,0,0,230,751,0
1,114.0,6,12,0,0,231,751,0
1,115.0,6,13,0,0,231,750,0
1,116.0,6,13,0,0,232,749,0
1,117.0,6,13,0,0,233,748,0
1,118.0,6,13,0,0,233,748,0
1,119.0,6,16,0,0,233,745,0
1,120.0,6,15,0,0,234,745,0
1,121.0,6,14,0,0,235,745,0
1,122.0,6,15,0,0,235,744,0
1,123.0,6,16,0,0,235,743,0
