"run","tick","Dead","Hospital","InfectedvA","InfectedvB","Susceptible","Vaccinatated","Recovered"
1,1.0,0,1,11,9,989,0,1
1,2.0,0,1,13,10,986,0,1
1,3.0,0,1,12,11,985,0,2
1,4.0,0,1,12,14,982,0,2
1,5.0,0,1,12,14,982,0,2
1,6.0,0,1,13,14,981,0,2
1,7.0,0,1,13,15,980,0,2
1,8.0,0,1,13,14,980,0,3
1,9.0,0,1,13,15,979,0,3
1,10.0,0,1,13,16,978,0,3
1,11.0,0,1,13,16,978,0,3
1,12.0,0,1,13,18,976,0,3
1,13.0,0,1,12,18,976,0,4
1,14.0,0,1,12,19,975,0,4
1,15.0,0,1,12,19,975,0,4
1,16.0,0,1,14,21,971,0,4
1,17.0,0,1,14,21,971,0,4
1,18.0,0,1,14,24,968,0,4
1,19.0,0,1,14,24,968,0,4
1,20.0,0,1,15,27,964,0,4
1,21.0,0,1,6,30,961,0,13
1,22.0,0,1,5,30,961,0,14
1,23.0,0,1,4,31,960,0,15
1,24.0,0,1,4,31,959,0,16
1,25.0,0,1,4,33,957,0,16
1,26.0,0,1,4,33,956,0,17
1,27.0,0,1,3,34,955,0,18
1,28.0,0,1,3,32,950,0,25
1,29.0,0,1,3,32,950,0,25
1,30.0,0,1,3,34,947,0,26
1,31.0,0,1,3,33,947,0,27
1,32.0,0,1,3,32,945,0,30
1,33.0,0,1,3,32,945,0,30
1,34.0,0,1,3,34,942,0,31
1,35.0,0,1,3,36,939,0,32
1,36.0,0,1,3,36,938,0,33
1,37.0,0,1,1,37,936,0,36
1,38.0,0,1,1,37,934,0,38
1,39.0,0,1,1,39,932,0,38
1,40.0,0,1,1,35,932,0,42
1,41.0,0,1,0,35,932,0,43
1,42.0,0,1,0,35,930,0,45
1,43.0,0,1,0,39,926,0,45
1,44.0,0,1,0,38,925,0,47
1,45.0,0,1,0,38,924,0,48
1,46.0,0,1,0,38,921,0,51
1,47.0,0,1,0,38,921,0,51
1,48.0,0,1,0,41,918,0,51
1,49.0,0,1,0,41,916,0,53
1,50.0,0,1,0,42,915,0,53
1,51.0,0,1,0,43,914,0,53
1,52.0,0,1,0,44,912,0,54
1,53.0,0,1,0,42,911,0,57
1,54.0,0,1,0,42,910,0,58
1,55.0,0,1,0,43,909,0,58
1,56.0,0,1,0,39,908,0,63
1,57.0,0,1,0,41,906,0,63
1,58.0,0,1,0,38,905,0,67
1,59.0,0,1,0,39,904,0,67
1,60.0,0,1,0,37,903,0,70
1,61.0,0,1,0,36,903,0,71
1,62.0,0,1,0,35,901,0,74
1,63.0,0,1,0,33,899,0,78
1,64.0,0,1,0,33,897,0,80
1,65.0,0,1,0,34,895,0,81
1,66.0,0,1,0,32,895,0,83
1,67.0,0,1,0,33,892,0,85
1,68.0,0,1,0,33,891,0,86
1,69.0,0,1,0,37,887,0,86
1,70.0,0,1,0,37,885,0,88
1,71.0,0,1,0,41,878,0,91
1,72.0,0,1,0,43,875,0,92
1,73.0,0,1,0,43,874,0,93
1,74.0,0,1,0,43,873,0,94
1,75.0,0,1,0,44,871,0,95
1,76.0,0,1,0,44,868,0,98
1,77.0,0,1,0,41,868,0,101
1,78.0,0,1,0,46,863,0,101
1,79.0,0,1,0,47,861,0,102
1,80.0,0,1,0,47,859,0,104
1,81.0,0,1,0,49,856,0,105
1,82.0,0,1,0,48,855,0,107
1,83.0,0,1,0,52,850,0,108
1,84.0,0,1,0,52,849,0,109
1,85.0,0,1,0,51,848,0,111
1,86.0,0,1,0,54,844,0,112
1,87.0,0,1,0,58,839,0,113
1,88.0,0,1,0,57,838,0,115
1,89.0,0,1,0,58,837,0,115
1,90.0,0,1,0,60,832,0,118
1,91.0,0,1,0,61,829,0,120
1,92.0,0,1,0,61,827,0,122
1,93.0,0,1,0,60,826,0,124
1,94.0,0,1,0,64,821,0,125
1,95.0,0,1,0,64,818,0,128
1,96.0,0,1,0,64,818,0,128
1,97.0,0,1,0,63,815,0,132
1,98.0,0,1,0,62,815,0,133
1,99.0,0,1,0,57,813,0,140
1,100.0,0,1,0,58,809,0,143
1,101.0,0,1,0,59,808,0,143
1,102.0,0,1,0,63,803,0,144
1,103.0,0,1,0,65,797,0,148
1,104.0,0,1,0,67,793,0,150
1,105.0,0,1,0,71,789,0,150
1,106.0,0,1,0,67,787,0,156
1,107.0,0,1,0,70,783,0,157
1,108.0,0,1,0,71,780,0,159
1,109.0,0,1,0,71,775,0,164
1,110.0,0,1,0,72,773,0,165
1,111.0,0,1,0,72,769,0,169
1,112.0,0,1,0,74,763,0,173
1,113.0,0,1,0,79,757,0,174
1,114.0,0,1,0,82,752,0,176
1,115.0,0,1,0,80,749,0,181
1,116.0,0,1,0,84,744,0,182
1,117.0,0,1,0,83,740,0,187
1,118.0,0,1,0,85,735,0,190
1,119.0,0,1,0,84,734,0,192
1,120.0,0,1,0,86,731,0,193
1,121.0,0,1,0,89,727,0,194
1,122.0,0,1,0,89,720,0,201
1,123.0,0,1,0,87,717,0,206
1,124.0,0,1,0,88,715,0,207
1,125.0,0,1,0,88,712,0,210
1,126.0,0,1,0,88,710,0,212
1,127.0,0,1,0,87,709,0,214
1,128.0,0,1,0,86,705,0,219
1,129.0,0,1,0,85,704,0,221
1,130.0,0,1,0,84,702,0,224
1,131.0,0,1,0,83,698,0,229
1,132.0,0,1,0,81,697,0,232
1,133.0,0,1,0,81,694,0,235
1,134.0,0,1,0,80,693,0,237
1,135.0,0,1,0,79,690,0,241
1,136.0,0,1,0,86,681,0,243
1,137.0,0,1,0,81,680,0,249
1,138.0,0,1,0,86,672,0,252
1,139.0,0,1,0,82,672,0,256
1,140.0,0,1,0,81,668,0,261
1,141.0,0,1,0,74,667,0,269
1,142.0,0,1,0,69,667,0,274
1,143.0,0,1,0,63,667,0,280
1,144.0,0,1,0,59,665,0,286
1,145.0,0,1,0,59,661,0,290
1,146.0,0,1,0,59,659,0,292
1,147.0,0,1,0,58,658,0,294
1,148.0,0,1,0,55,657,0,298
1,149.0,0,1,0,55,656,0,299
1,150.0,0,1,0,51,652,0,307
1,151.0,0,1,0,52,649,0,309
1,152.0,0,1,0,53,647,0,310
1,153.0,0,1,0,53,643,0,314
1,154.0,0,1,0,54,641,0,315
1,155.0,0,1,0,54,640,0,316
1,156.0,0,1,0,55,637,0,318
1,157.0,0,1,0,57,634,0,319
1,158.0,0,1,0,58,631,0,321
1,159.0,0,1,0,57,628,0,325
1,160.0,0,1,0,63,622,0,325
1,161.0,0,1,0,62,621,0,327
1,162.0,0,1,0,62,619,0,329
1,163.0,0,1,0,63,614,0,333
1,164.0,0,1,0,63,610,0,337
1,165.0,0,1,0,62,610,0,338
1,166.0,0,1,0,56,609,0,345
1,167.0,0,1,0,57,608,0,345
1,168.0,0,1,0,55,607,0,348
1,169.0,0,1,0,56,604,0,350
1,170.0,0,1,0,56,603,0,351
1,171.0,0,1,0,62,597,0,351
1,172.0,0,1,0,59,597,0,354
1,173.0,0,1,0,61,592,0,357
1,174.0,0,1,0,64,588,0,358
1,175.0,0,1,0,65,587,0,358
1,176.0,0,1,0,66,584,0,360
1,177.0,0,1,0,64,581,0,365
1,178.0,0,1,0,59,581,0,370
1,179.0,0,1,0,56,580,0,374
1,180.0,0,1,0,54,579,0,377
1,181.0,0,1,0,54,577,0,379
1,182.0,0,1,0,54,575,0,381
1,183.0,0,1,0,56,572,0,382
1,184.0,0,1,0,56,569,0,385
1,185.0,0,1,0,55,568,0,387
1,186.0,0,1,0,55,567,0,388
1,187.0,0,1,0,54,563,0,393
1,188.0,0,1,0,48,562,0,400
1,189.0,0,1,0,50,559,0,401
1,190.0,0,1,0,48,559,0,403
1,191.0,0,1,0,48,556,0,406
1,192.0,0,1,0,45,555,0,410
1,193.0,0,1,0,45,553,0,412
1,194.0,0,1,0,45,552,0,413
1,195.0,0,1,0,49,548,0,413
1,196.0,0,1,0,51,546,0,413
1,197.0,0,1,0,51,543,0,416
1,198.0,0,1,0,49,543,0,418
1,199.0,0,1,0,46,542,0,422
1,200.0,0,1,0,46,541,0,423
1,201.0,0,1,0,44,539,0,427
1,202.0,0,1,0,43,537,0,430
1,203.0,0,1,0,44,536,0,430
1,204.0,0,1,0,46,532,0,432
1,205.0,0,1,0,44,532,0,434
1,206.0,0,1,0,46,530,0,434
1,207.0,0,1,0,47,529,0,434
1,208.0,0,1,0,45,529,0,436
1,209.0,0,1,0,41,529,0,440
1,210.0,0,1,0,43,525,0,442
1,211.0,0,1,0,42,523,0,445
1,212.0,0,1,0,38,523,0,449
1,213.0,0,1,0,36,523,0,451
1,214.0,0,1,0,35,523,0,452
1,215.0,0,1,0,32,522,0,456
1,216.0,0,1,0,32,520,0,458
1,217.0,0,1,0,33,518,0,459
1,218.0,0,1,0,33,518,0,459
1,219.0,0,1,0,28,518,0,464
1,220.0,0,1,0,29,516,0,465
1,221.0,0,1,0,28,515,0,467
1,222.0,0,1,0,28,514,0,468
1,223.0,0,1,0,26,512,0,472
1,224.0,0,1,0,26,511,0,473
1,225.0,0,1,0,23,510,0,477
1,226.0,0,1,0,24,509,0,477
1,227.0,0,1,0,24,509,0,477
1,228.0,0,1,0,24,508,0,478
1,229.0,0,1,0,26,506,0,478
1,230.0,0,1,0,27,503,0,480
1,231.0,0,1,0,28,502,0,480
1,232.0,0,1,0,29,499,0,482
1,233.0,0,1,0,31,497,0,482
1,234.0,0,1,0,30,497,0,483
1,235.0,0,1,0,29,497,0,484
1,236.0,0,1,0,29,497,0,484
1,237.0,0,1,0,30,496,0,484
1,238.0,0,1,0,26,496,0,488
1,239.0,0,1,0,28,492,0,490
1,240.0,0,1,0,29,491,0,490
1,241.0,0,1,0,29,491,0,490
1,242.0,0,1,0,28,491,0,491
1,243.0,0,1,0,29,489,0,492
1,244.0,0,1,0,29,486,0,495
1,245.0,0,1,0,30,484,0,496
1,246.0,0,1,0,30,484,0,496
1,247.0,0,1,0,33,481,0,496
1,248.0,0,1,0,32,480,0,498
1,249.0,0,1,0,31,480,0,499
1,250.0,0,1,0,30,480,0,500
1,251.0,0,1,0,30,478,0,502
1,252.0,0,1,0,30,478,0,502
1,253.0,0,1,0,30,477,0,503
