"run","tick","Dead","Hospital","InfectedvA","InfectedvB","Susceptible","Vaccinatated","Recovered"
1,1.0,0,1,11,10,989,0,0
1,2.0,0,1,11,14,985,0,0
1,3.0,0,1,12,14,984,0,0
1,4.0,0,1,12,15,983,0,0
1,5.0,0,1,11,17,981,0,1
1,6.0,0,1,12,20,977,0,1
1,7.0,0,1,13,24,972,0,1
1,8.0,0,1,14,26,969,0,1
1,9.0,0,1,14,26,968,0,2
1,10.0,0,1,14,27,967,0,2
1,11.0,0,1,15,30,963,0,2
1,12.0,1,1,17,35,954,0,3
1,13.0,1,1,19,39,948,0,3
1,14.0,1,1,18,41,945,0,5
1,15.0,1,1,17,43,943,0,6
1,16.0,3,1,15,45,940,0,7
1,17.0,5,1,15,45,938,0,7
1,18.0,5,1,18,48,931,0,8
1,19.0,5,1,17,52,927,0,9
1,20.0,6,1,16,57,922,0,9
1,21.0,6,1,14,61,916,0,13
1,22.0,7,1,12,65,911,0,15
1,23.0,7,1,12,68,908,0,15
1,24.0,7,1,12,72,901,0,18
1,25.0,7,1,14,77,894,0,18
1,26.0,8,1,13,81,890,0,18
1,27.0,8,1,14,86,883,0,19
1,28.0,9,1,13,80,877,0,31
1,29.0,9,1,13,85,872,0,31
1,30.0,9,1,15,86,866,0,34
1,31.0,9,1,15,88,864,0,34
1,32.0,9,1,17,96,854,0,34
1,33.0,9,1,19,100,844,0,38
1,34.0,10,1,15,99,842,0,44
1,35.0,11,1,15,103,832,0,49
1,36.0,11,1,17,103,825,0,54
1,37.0,14,1,14,106,819,0,57
1,38.0,14,1,14,113,810,0,59
1,39.0,16,1,11,108,809,0,66
1,40.0,17,1,11,112,800,0,70
1,41.0,17,1,13,110,795,0,75
1,42.0,18,1,12,115,787,0,78
1,43.0,19,1,11,119,781,0,80
1,44.0,19,1,11,122,776,0,82
1,45.0,20,1,11,124,770,0,85
1,46.0,22,1,11,123,765,0,89
1,47.0,22,1,11,123,760,0,94
1,48.0,23,1,10,122,757,0,98
1,49.0,23,1,10,121,753,0,103
1,50.0,23,1,10,121,749,0,107
1,51.0,23,1,9,125,741,0,112
1,52.0,24,1,8,120,739,0,119
1,53.0,24,1,8,125,729,0,124
1,54.0,24,1,7,125,725,0,129
1,55.0,25,1,6,126,718,0,135
1,56.0,25,1,6,129,711,0,139
1,57.0,25,1,3,127,707,0,148
1,58.0,25,1,3,132,701,0,149
1,59.0,25,1,3,132,695,0,155
1,60.0,25,1,3,127,692,0,163
1,61.0,25,1,3,129,685,0,168
1,62.0,25,1,2,130,682,0,171
1,63.0,25,1,2,127,677,0,179
1,64.0,25,1,2,125,673,0,185
1,65.0,25,1,2,128,665,0,190
1,66.0,26,1,1,128,658,0,197
1,67.0,26,1,0,131,653,0,200
1,68.0,26,1,0,129,648,0,207
1,69.0,26,1,0,131,644,0,209
1,70.0,26,1,0,127,638,0,219
1,71.0,26,1,0,129,631,0,224
1,72.0,26,1,0,132,623,0,229
1,73.0,26,1,0,132,619,0,233
1,74.0,26,1,0,130,617,0,237
1,75.0,26,1,0,132,610,0,242
1,76.0,26,1,0,135,604,0,245
1,77.0,26,1,0,137,598,0,249
1,78.0,26,1,0,135,596,0,253
1,79.0,26,1,0,136,589,0,259
1,80.0,26,1,0,141,582,0,261
1,81.0,26,1,0,141,574,0,269
1,82.0,26,1,0,140,570,0,274
1,83.0,26,1,0,140,562,0,282
1,84.0,26,1,0,140,556,0,288
1,85.0,26,1,0,139,550,0,295
1,86.0,26,1,0,140,541,0,303
1,87.0,26,1,0,144,531,0,309
1,88.0,26,1,0,146,525,0,313
1,89.0,26,1,0,148,516,0,320
1,90.0,26,1,0,149,513,0,322
1,91.0,26,1,0,145,510,0,329
1,92.0,26,1,0,144,505,0,335
1,93.0,26,1,0,137,504,0,343
1,94.0,26,1,0,133,500,0,351
1,95.0,26,1,0,131,498,0,355
1,96.0,26,1,0,130,493,0,361
1,97.0,26,1,0,128,488,0,368
1,98.0,26,1,0,129,480,0,375
1,99.0,26,1,0,127,475,0,382
1,100.0,26,1,0,127,472,0,385
1,101.0,26,1,0,126,470,0,388
1,102.0,26,1,0,127,465,0,392
1,103.0,26,1,0,132,455,0,397
1,104.0,26,1,0,131,451,0,402
1,105.0,26,1,0,127,449,0,408
1,106.0,26,1,0,126,447,0,411
1,107.0,26,1,0,123,442,0,419
1,108.0,26,1,0,120,439,0,425
1,109.0,26,1,0,112,436,0,436
1,110.0,26,1,0,113,433,0,438
1,111.0,26,1,0,108,431,0,445
1,112.0,26,1,0,108,426,0,450
1,113.0,26,1,0,105,423,0,456
1,114.0,26,1,0,100,420,0,464
1,115.0,26,1,0,98,418,0,468
1,116.0,26,1,0,91,417,0,476
1,117.0,26,1,0,86,414,0,484
1,118.0,26,1,0,83,414,0,487
1,119.0,26,1,0,83,411,0,490
1,120.0,26,1,0,87,405,0,492
1,121.0,26,1,0,91,401,0,492
1,122.0,26,1,0,89,397,0,498
1,123.0,26,1,0,93,391,0,500
1,124.0,26,1,0,90,390,0,504
1,125.0,26,1,0,89,387,0,508
1,126.0,26,1,0,90,383,0,511
1,127.0,26,1,0,93,376,0,515
1,128.0,26,1,0,91,373,0,520
1,129.0,26,1,0,97,364,0,523
1,130.0,26,1,0,94,361,0,529
1,131.0,26,1,0,91,355,0,538
1,132.0,26,1,0,93,350,0,541
1,133.0,26,1,0,96,344,0,544
1,134.0,26,1,0,96,342,0,546
1,135.0,26,1,0,95,339,0,550
1,136.0,26,1,0,93,337,0,554
1,137.0,26,1,0,91,335,0,558
1,138.0,26,1,0,89,335,0,560
1,139.0,26,1,0,89,332,0,563
1,140.0,26,1,0,87,329,0,568
1,141.0,26,1,0,86,326,0,572
1,142.0,26,1,0,85,325,0,574
1,143.0,26,1,0,86,321,0,577
1,144.0,26,1,0,90,316,0,578
1,145.0,26,1,0,89,313,0,582
1,146.0,26,1,0,91,311,0,582
1,147.0,26,1,0,90,309,0,585
1,148.0,26,1,0,88,307,0,589
1,149.0,26,1,0,87,304,0,593
1,150.0,26,1,0,81,303,0,600
1,151.0,26,1,0,83,297,0,604
1,152.0,26,1,0,82,296,0,606
1,153.0,26,1,0,83,293,0,608
1,154.0,26,1,0,83,290,0,611
1,155.0,26,1,0,77,288,0,619
1,156.0,26,1,0,74,286,0,624
1,157.0,26,1,0,70,282,0,632
1,158.0,26,1,0,68,281,0,635
1,159.0,26,1,0,65,280,0,639
1,160.0,26,1,0,67,275,0,642
1,161.0,26,1,0,66,271,0,647
1,162.0,26,1,0,64,271,0,649
1,163.0,26,1,0,65,268,0,651
1,164.0,26,1,0,65,266,0,653
1,165.0,26,1,0,62,265,0,657
1,166.0,26,1,0,62,264,0,658
1,167.0,26,1,0,62,262,0,660
1,168.0,26,1,0,60,261,0,663
1,169.0,26,1,0,57,260,0,667
1,170.0,26,1,0,55,260,0,669
1,171.0,26,1,0,53,257,0,674
1,172.0,26,1,0,51,256,0,677
1,173.0,26,1,0,48,256,0,680
1,174.0,26,1,0,48,255,0,681
1,175.0,26,1,0,47,255,0,682
1,176.0,26,1,0,47,254,0,683
1,177.0,26,1,0,44,254,0,686
1,178.0,26,1,0,43,254,0,687
1,179.0,26,1,0,37,254,0,693
1,180.0,26,1,0,37,253,0,694
1,181.0,26,1,0,35,253,0,696
1,182.0,26,1,0,36,250,0,698
1,183.0,26,1,0,34,250,0,700
1,184.0,26,1,0,33,249,0,702
1,185.0,26,1,0,29,249,0,706
1,186.0,26,1,0,28,249,0,707
1,187.0,26,1,0,26,249,0,709
1,188.0,26,1,0,24,247,0,713
1,189.0,26,1,0,22,246,0,716
1,190.0,26,1,0,22,246,0,716
1,191.0,26,1,0,20,245,0,719
1,192.0,26,1,0,19,245,0,720
1,193.0,26,1,0,18,244,0,722
1,194.0,26,1,0,17,244,0,723
1,195.0,26,1,0,16,244,0,724
1,196.0,26,1,0,14,244,0,726
1,197.0,26,1,0,13,243,0,728
1,198.0,26,1,0,13,243,0,728
1,199.0,26,1,0,11,243,0,730
1,200.0,26,1,0,10,243,0,731
1,201.0,26,1,0,10,243,0,731
1,202.0,26,1,0,10,243,0,731
1,203.0,26,1,0,10,243,0,731
1,204.0,26,1,0,8,243,0,733
1,205.0,26,1,0,8,243,0,733
1,206.0,26,1,0,8,243,0,733
1,207.0,26,1,0,8,243,0,733
1,208.0,26,1,0,8,243,0,733
1,209.0,26,1,0,8,243,0,733
1,210.0,26,1,0,5,243,0,736
1,211.0,26,1,0,5,243,0,736
1,212.0,26,1,0,4,243,0,737
1,213.0,26,1,0,4,243,0,737
1,214.0,26,1,0,4,243,0,737
1,215.0,26,1,0,4,243,0,737
1,216.0,26,1,0,4,243,0,737
1,217.0,26,1,0,3,243,0,738
1,218.0,26,1,0,3,243,0,738
1,219.0,26,1,0,2,243,0,739
1,220.0,26,1,0,2,243,0,739
1,221.0,26,1,0,1,243,0,740
1,222.0,26,1,0,1,243,0,740
1,223.0,26,1,0,1,243,0,740
1,224.0,26,1,0,1,243,0,740
1,225.0,26,1,0,0,243,0,741
1,226.0,26,1,0,0,243,0,741
