"run","tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1,1.0,0,10,0,0,0,990,0
1,2.0,0,10,0,0,1,989,0
1,3.0,0,12,0,0,1,987,0
1,4.0,0,12,0,0,1,987,0
1,5.0,0,14,0,0,1,985,0
1,6.0,0,18,0,0,1,981,0
1,7.0,0,20,0,0,1,979,0
1,8.0,0,21,0,0,1,978,0
1,9.0,0,24,0,0,1,975,0
1,10.0,0,24,0,0,1,975,0
1,11.0,0,25,0,0,1,974,0
1,12.0,0,28,0,0,1,971,0
1,13.0,0,30,0,0,1,969,0
1,14.0,0,32,0,0,1,967,0
1,15.0,0,36,0,0,1,963,0
1,16.0,0,35,0,0,2,963,0
1,17.0,0,36,0,0,2,962,0
1,18.0,0,38,0,0,2,960,0
1,19.0,0,40,0,0,2,958,0
1,20.0,0,48,0,0,2,950,0
1,21.0,0,40,0,0,11,949,0
1,22.0,0,43,0,0,12,945,0
1,23.0,0,43,0,0,13,944,0
1,24.0,0,43,0,0,15,942,0
1,25.0,0,46,0,0,15,939,0
1,26.0,0,49,0,0,17,934,0
1,27.0,0,49,0,0,21,930,0
1,28.0,0,48,0,0,23,929,0
1,29.0,0,50,0,0,25,925,0
1,30.0,0,51,0,0,27,922,0
1,31.0,0,54,0,0,27,919,0
1,32.0,0,55,0,0,29,916,0
1,33.0,0,55,0,0,32,913,0
1,34.0,0,52,0,0,36,912,0
1,35.0,0,53,0,0,37,910,0
1,36.0,0,50,0,0,41,909,0
1,37.0,0,52,0,0,41,907,0
1,38.0,0,52,0,0,44,904,0
1,39.0,0,51,0,0,47,902,0
1,40.0,0,55,0,0,49,896,0
1,41.0,0,53,0,0,57,890,0
1,42.0,0,54,0,0,59,887,0
1,43.0,0,52,0,0,64,884,0
1,44.0,0,55,0,0,65,880,0
1,45.0,0,52,0,0,70,878,0
1,46.0,0,50,0,0,73,877,0
1,47.0,0,51,0,0,75,874,0
1,48.0,0,50,0,0,78,872,0
1,49.0,0,50,0,0,80,870,0
1,50.0,0,45,0,0,85,870,0
1,51.0,0,48,0,0,88,864,0
1,52.0,0,46,0,0,91,863,0
1,53.0,0,46,0,0,94,860,0
1,54.0,0,50,0,0,96,854,0
1,55.0,0,51,0,0,98,851,0
1,56.0,0,52,0,0,99,849,0
1,57.0,0,50,0,0,101,849,0
1,58.0,0,50,0,0,102,848,0
1,59.0,0,48,0,0,107,845,0
1,60.0,0,49,0,0,108,843,0
1,61.0,0,44,0,0,114,842,0
1,62.0,0,47,0,0,118,835,0
1,63.0,0,45,0,0,121,834,0
1,64.0,0,46,0,0,124,830,0
1,65.0,0,44,0,0,127,829,0
1,66.0,0,44,0,0,129,827,0
1,67.0,0,43,0,0,132,825,0
1,68.0,0,42,0,0,133,825,0
1,69.0,0,40,0,0,135,825,0
1,70.0,0,44,0,0,136,820,0
1,71.0,0,42,0,0,138,820,0
1,72.0,0,40,0,0,143,817,0
1,73.0,0,40,0,0,144,816,0
1,74.0,0,39,0,0,147,814,0
1,75.0,0,36,0,0,152,812,0
1,76.0,0,36,0,0,154,810,0
1,77.0,0,40,0,0,155,805,0
1,78.0,0,42,0,0,155,803,0
1,79.0,0,43,0,0,157,800,0
1,80.0,0,42,0,0,159,799,0
1,81.0,0,41,0,0,160,799,0
1,82.0,0,43,0,0,160,797,0
1,83.0,0,39,0,0,167,794,0
1,84.0,0,40,0,0,168,792,0
1,85.0,0,36,0,0,173,791,0
1,86.0,0,38,0,0,174,788,0
1,87.0,0,37,0,0,175,788,0
1,88.0,0,36,0,0,177,787,0
1,89.0,0,40,0,0,177,783,0
1,90.0,0,42,0,0,177,781,0
1,91.0,0,41,0,0,181,778,0
1,92.0,0,41,0,0,181,778,0
1,93.0,0,40,0,0,184,776,0
1,94.0,0,42,0,0,185,773,0
1,95.0,0,41,0,0,187,772,0
1,96.0,0,41,0,0,188,771,0
1,97.0,0,43,0,0,190,767,0
1,98.0,0,40,0,0,196,764,0
1,99.0,0,38,0,0,199,763,0
1,100.0,0,37,0,0,203,760,0
1,101.0,0,36,0,0,204,760,0
1,102.0,0,38,0,0,205,757,0
1,103.0,0,35,0,0,208,757,0
1,104.0,0,35,0,0,211,754,0
1,105.0,0,35,0,0,213,752,0
1,106.0,0,36,0,0,215,749,0
1,107.0,0,35,0,0,218,747,0
1,108.0,0,37,0,0,218,745,0
1,109.0,0,39,0,0,219,742,0
1,110.0,0,37,0,0,222,741,0
1,111.0,0,38,0,0,225,737,0
1,112.0,0,40,0,0,227,733,0
1,113.0,0,43,0,0,227,730,0
1,114.0,0,46,0,0,228,726,0
1,115.0,0,49,0,0,230,721,0
1,116.0,0,51,0,0,231,718,0
1,117.0,0,53,0,0,231,716,0
1,118.0,0,51,0,0,234,715,0
1,119.0,0,51,0,0,236,713,0
1,120.0,0,53,0,0,237,710,0
1,121.0,0,51,0,0,241,708,0
1,122.0,0,52,0,0,242,706,0
1,123.0,0,48,0,0,246,706,0
1,124.0,0,49,0,0,246,705,0
1,125.0,0,51,0,0,249,700,0
1,126.0,0,52,0,0,251,697,0
1,127.0,0,52,0,0,254,694,0
1,128.0,0,52,0,0,257,691,0
1,129.0,0,54,0,0,259,687,0
1,130.0,0,55,0,0,260,685,0
1,131.0,0,57,0,0,261,682,0
1,132.0,0,54,0,0,265,681,0
1,133.0,0,51,0,0,269,680,0
1,134.0,0,48,0,0,273,679,0
1,135.0,0,46,0,0,277,677,0
1,136.0,0,47,0,0,281,672,0
1,137.0,0,45,0,0,284,671,0
1,138.0,0,44,0,0,287,669,0
1,139.0,0,43,0,0,289,668,0
1,140.0,0,40,0,0,292,668,0
1,141.0,0,38,0,0,295,667,0
1,142.0,0,37,0,0,296,667,0
1,143.0,0,40,0,0,298,662,0
1,144.0,0,41,0,0,298,661,0
1,145.0,0,41,0,0,299,660,0
1,146.0,0,41,0,0,304,655,0
1,147.0,0,39,0,0,308,653,0
1,148.0,0,38,0,0,311,651,0
1,149.0,0,40,0,0,314,646,0
1,150.0,0,39,0,0,319,642,0
1,151.0,0,41,0,0,321,638,0
1,152.0,0,41,0,0,324,635,0
1,153.0,0,42,0,0,324,634,0
1,154.0,0,42,0,0,326,632,0
1,155.0,0,42,0,0,328,630,0
1,156.0,0,43,0,0,329,628,0
1,157.0,0,41,0,0,332,627,0
1,158.0,0,41,0,0,333,626,0
1,159.0,0,40,0,0,335,625,0
1,160.0,0,42,0,0,335,623,0
1,161.0,0,47,0,0,335,618,0
1,162.0,0,49,0,0,336,615,0
1,163.0,0,50,0,0,336,614,0
1,164.0,0,47,0,0,339,614,0
1,165.0,0,47,0,0,340,613,0
1,166.0,0,46,0,0,341,613,0
1,167.0,0,44,0,0,345,611,0
1,168.0,0,44,0,0,347,609,0
1,169.0,0,42,0,0,349,609,0
1,170.0,0,40,0,0,354,606,0
1,171.0,0,37,0,0,358,605,0
1,172.0,0,36,0,0,362,602,0
1,173.0,0,33,0,0,365,602,0
1,174.0,0,32,0,0,366,602,0
1,175.0,0,31,0,0,368,601,0
1,176.0,0,30,0,0,370,600,0
1,177.0,0,30,0,0,372,598,0
1,178.0,0,31,0,0,374,595,0
1,179.0,0,29,0,0,376,595,0
1,180.0,0,29,0,0,377,594,0
1,181.0,0,26,0,0,380,594,0
1,182.0,0,22,0,0,386,592,0
1,183.0,0,21,0,0,389,590,0
1,184.0,0,22,0,0,389,589,0
1,185.0,0,24,0,0,389,587,0
1,186.0,0,24,0,0,390,586,0
1,187.0,0,24,0,0,390,586,0
1,188.0,0,23,0,0,391,586,0
1,189.0,0,22,0,0,393,585,0
1,190.0,0,25,0,0,393,582,0
1,191.0,0,22,0,0,396,582,0
1,192.0,0,21,0,0,397,582,0
1,193.0,0,20,0,0,400,580,0
1,194.0,0,20,0,0,400,580,0
1,195.0,0,21,0,0,400,579,0
1,196.0,0,21,0,0,401,578,0
1,197.0,0,20,0,0,402,578,0
1,198.0,0,23,0,0,403,574,0
1,199.0,0,20,0,0,406,574,0
1,200.0,0,20,0,0,407,573,0
1,201.0,0,20,0,0,408,572,0
1,202.0,0,22,0,0,408,570,0
1,203.0,0,19,0,0,411,570,0
1,204.0,0,17,0,0,414,569,0
1,205.0,0,16,0,0,415,569,0
1,206.0,0,14,0,0,417,569,0
1,207.0,0,13,0,0,419,568,0
1,208.0,0,13,0,0,419,568,0
1,209.0,0,13,0,0,419,568,0
1,210.0,0,14,0,0,420,566,0
1,211.0,0,12,0,0,422,566,0
1,212.0,0,14,0,0,422,564,0
1,213.0,0,14,0,0,422,564,0
1,214.0,0,14,0,0,423,563,0
1,215.0,0,15,0,0,423,562,0
1,216.0,0,16,0,0,423,561,0
1,217.0,0,15,0,0,424,561,0
1,218.0,0,15,0,0,425,560,0
1,219.0,0,13,0,0,427,560,0
1,220.0,0,12,0,0,428,560,0
1,221.0,0,11,0,0,429,560,0
1,222.0,0,11,0,0,429,560,0
1,223.0,0,9,0,0,432,559,0
1,224.0,0,9,0,0,432,559,0
1,225.0,0,8,0,0,433,559,0
1,226.0,0,8,0,0,433,559,0
1,227.0,0,7,0,0,434,559,0
1,228.0,0,7,0,0,435,558,0
1,229.0,0,6,0,0,436,558,0
1,230.0,0,6,0,0,436,558,0
1,231.0,0,5,0,0,437,558,0
1,232.0,0,7,0,0,437,556,0
1,233.0,0,5,0,0,439,556,0
1,234.0,0,5,0,0,439,556,0
1,235.0,0,5,0,0,440,555,0
1,236.0,0,4,0,0,441,555,0
1,237.0,0,4,0,0,441,555,0
1,238.0,0,4,0,0,441,555,0
1,239.0,0,4,0,0,441,555,0
1,240.0,0,4,0,0,441,555,0
1,241.0,0,5,0,0,441,554,0
1,242.0,0,5,0,0,441,554,0
1,243.0,0,5,0,0,441,554,0
1,244.0,0,6,0,0,441,553,0
1,245.0,0,6,0,0,441,553,0
1,246.0,0,6,0,0,441,553,0
1,247.0,0,6,0,0,441,553,0
1,248.0,0,5,0,0,442,553,0
1,249.0,0,3,0,0,444,553,0
1,250.0,0,3,0,0,444,553,0
1,251.0,0,3,0,0,444,553,0
1,252.0,0,3,0,0,444,553,0
1,253.0,0,3,0,0,445,552,0
1,254.0,0,3,0,0,445,552,0
1,255.0,0,3,0,0,445,552,0
1,256.0,0,3,0,0,445,552,0
1,257.0,0,3,0,0,445,552,0
1,258.0,0,3,0,0,445,552,0
1,259.0,0,3,0,0,445,552,0
1,260.0,0,3,0,0,445,552,0
1,261.0,0,3,0,0,445,552,0
1,262.0,0,2,0,0,446,552,0
1,263.0,0,2,0,0,446,552,0
1,264.0,0,2,0,0,446,552,0
1,265.0,0,1,0,0,447,552,0
1,266.0,0,1,0,0,447,552,0
1,267.0,0,1,0,0,447,552,0
1,268.0,0,1,0,0,447,552,0
1,269.0,0,1,0,0,447,552,0
1,270.0,0,1,0,0,447,552,0
1,271.0,0,1,0,0,447,552,0
1,272.0,0,1,0,0,447,552,0
1,273.0,0,1,0,0,447,552,0
1,274.0,0,0,0,0,448,552,0
1,275.0,0,0,0,0,448,552,0
3,1.0,0,10,0,0,0,990,500
3,2.0,0,10,0,0,0,990,500
3,3.0,0,12,0,0,0,988,500
3,4.0,0,12,0,0,0,988,500
3,5.0,0,11,0,0,1,988,500
3,6.0,0,12,0,0,1,987,500
3,7.0,0,14,0,0,1,985,500
3,8.0,0,16,0,0,1,983,500
3,9.0,0,17,0,0,3,980,500
3,10.0,0,19,0,0,3,978,500
3,11.0,0,22,0,0,4,974,500
3,12.0,0,25,0,0,5,970,500
3,13.0,0,27,0,0,5,968,500
3,14.0,0,28,0,0,5,967,500
3,15.0,0,32,0,0,5,963,500
3,16.0,0,33,0,0,5,962,500
3,17.0,0,33,0,0,5,962,500
3,18.0,0,34,0,0,5,961,500
3,19.0,0,34,0,0,6,960,500
3,20.0,0,34,0,0,7,959,500
3,21.0,0,28,0,0,14,958,500
3,22.0,0,29,0,0,15,956,500
3,23.0,0,30,0,0,16,954,500
3,24.0,0,27,0,0,19,954,500
3,25.0,0,26,0,0,20,954,500
3,26.0,0,26,0,0,20,954,500
3,27.0,0,26,0,0,20,954,500
3,28.0,0,26,0,0,22,952,500
3,29.0,0,24,0,0,24,952,500
3,30.0,0,24,0,0,24,952,500
3,31.0,0,24,0,0,26,950,500
3,32.0,0,22,0,0,30,948,500
3,33.0,0,19,0,0,34,947,500
3,34.0,0,18,0,0,36,946,500
3,35.0,0,19,0,0,37,944,500
3,36.0,0,16,0,0,40,944,500
3,37.0,0,17,0,0,41,942,500
3,38.0,0,19,0,0,41,940,500
3,39.0,0,19,0,0,42,939,500
3,40.0,0,20,0,0,43,937,500
3,41.0,0,23,0,0,43,934,500
3,42.0,0,22,0,0,44,934,500
3,43.0,0,21,0,0,46,933,500
3,44.0,0,21,0,0,47,932,500
3,45.0,0,22,0,0,47,931,500
3,46.0,0,22,0,0,47,931,500
3,47.0,0,26,0,0,47,927,500
3,48.0,0,27,0,0,47,926,500
3,49.0,0,27,0,0,49,924,500
3,50.0,0,29,0,0,49,922,500
3,51.0,0,31,0,0,49,920,500
3,52.0,0,31,0,0,51,918,500
3,53.0,0,31,0,0,53,916,500
3,54.0,0,31,0,0,54,915,500
3,55.0,0,33,0,0,55,912,500
3,56.0,0,33,0,0,57,910,500
3,57.0,0,33,0,0,57,910,500
3,58.0,0,31,0,0,59,910,500
3,59.0,0,30,0,0,61,909,500
3,60.0,0,30,0,0,62,908,500
3,61.0,0,28,0,0,65,907,500
3,62.0,0,25,0,0,68,907,500
3,63.0,0,24,0,0,69,907,500
3,64.0,0,25,0,0,70,905,500
3,65.0,0,24,0,0,71,905,500
3,66.0,0,25,0,0,72,903,500
3,67.0,0,26,0,0,72,902,500
3,68.0,0,24,0,0,75,901,500
3,69.0,0,25,0,0,76,899,500
3,70.0,0,25,0,0,78,897,500
3,71.0,0,24,0,0,80,896,500
3,72.0,0,23,0,0,82,895,500
3,73.0,0,21,0,0,84,895,500
3,74.0,0,18,0,0,87,895,500
3,75.0,0,17,0,0,88,895,500
3,76.0,0,16,0,0,89,895,500
3,77.0,0,14,0,0,91,895,500
3,78.0,0,14,0,0,91,895,500
3,79.0,0,14,0,0,91,895,500
3,80.0,0,13,0,0,92,895,500
3,81.0,0,13,0,0,93,894,500
3,82.0,0,13,0,0,93,894,500
3,83.0,0,14,0,0,93,893,500
3,84.0,0,14,0,0,93,893,500
3,85.0,0,12,0,0,95,893,500
3,86.0,0,13,0,0,95,892,500
3,87.0,0,11,0,0,97,892,500
3,88.0,0,10,0,0,98,892,500
3,89.0,0,10,0,0,99,891,500
3,90.0,0,8,0,0,101,891,500
3,91.0,0,6,0,0,103,891,500
3,92.0,0,7,0,0,104,889,500
3,93.0,0,6,0,0,105,889,500
3,94.0,0,6,0,0,105,889,500
3,95.0,0,6,0,0,105,889,500
3,96.0,0,7,0,0,105,888,500
3,97.0,0,7,0,0,105,888,500
3,98.0,0,7,0,0,105,888,500
3,99.0,0,7,0,0,105,888,500
3,100.0,0,8,0,0,105,887,500
3,101.0,0,9,0,0,105,886,500
3,102.0,0,9,0,0,106,885,500
3,103.0,0,9,0,0,106,885,500
3,104.0,0,10,0,0,107,883,500
3,105.0,0,11,0,0,107,882,500
3,106.0,0,11,0,0,107,882,500
3,107.0,0,10,0,0,108,882,500
3,108.0,0,10,0,0,108,882,500
3,109.0,0,11,0,0,108,881,500
3,110.0,0,10,0,0,109,881,500
3,111.0,0,10,0,0,109,881,500
3,112.0,0,12,0,0,109,879,500
3,113.0,0,10,0,0,111,879,500
3,114.0,0,10,0,0,111,879,500
3,115.0,0,10,0,0,111,879,500
3,116.0,0,10,0,0,111,879,500
3,117.0,0,12,0,0,112,876,500
3,118.0,0,12,0,0,113,875,500
3,119.0,0,12,0,0,113,875,500
3,120.0,0,12,0,0,113,875,500
3,121.0,0,12,0,0,114,874,500
3,122.0,0,11,0,0,115,874,500
3,123.0,0,10,0,0,116,874,500
3,124.0,0,11,0,0,116,873,500
3,125.0,0,11,0,0,117,872,500
3,126.0,0,12,0,0,118,870,500
3,127.0,0,13,0,0,118,869,500
3,128.0,0,13,0,0,118,869,500
3,129.0,0,16,0,0,118,866,500
3,130.0,0,15,0,0,119,866,500
3,131.0,0,16,0,0,119,865,500
3,132.0,0,20,0,0,119,861,500
3,133.0,0,19,0,0,121,860,500
3,134.0,0,19,0,0,121,860,500
3,135.0,0,17,0,0,123,860,500
3,136.0,0,17,0,0,123,860,500
3,137.0,0,17,0,0,123,860,500
3,138.0,0,15,0,0,126,859,500
3,139.0,0,13,0,0,128,859,500
3,140.0,0,16,0,0,128,856,500
3,141.0,0,16,0,0,128,856,500
3,142.0,0,15,0,0,129,856,500
3,143.0,0,15,0,0,130,855,500
3,144.0,0,14,0,0,131,855,500
3,145.0,0,14,0,0,132,854,500
3,146.0,0,13,0,0,133,854,500
3,147.0,0,14,0,0,133,853,500
3,148.0,0,14,0,0,134,852,500
3,149.0,0,14,0,0,134,852,500
3,150.0,0,14,0,0,137,849,500
3,151.0,0,15,0,0,137,848,500
3,152.0,0,18,0,0,137,845,500
3,153.0,0,16,0,0,140,844,500
3,154.0,0,17,0,0,140,843,500
3,155.0,0,17,0,0,140,843,500
3,156.0,0,17,0,0,140,843,500
3,157.0,0,19,0,0,140,841,500
3,158.0,0,20,0,0,140,840,500
3,159.0,0,18,0,0,142,840,500
3,160.0,0,18,0,0,142,840,500
3,161.0,0,16,0,0,146,838,500
3,162.0,0,15,0,0,148,837,500
3,163.0,0,15,0,0,148,837,500
3,164.0,0,14,0,0,149,837,500
3,165.0,0,15,0,0,149,836,500
3,166.0,0,13,0,0,151,836,500
3,167.0,0,13,0,0,151,836,500
3,168.0,0,12,0,0,152,836,500
3,169.0,0,12,0,0,153,835,500
3,170.0,0,12,0,0,153,835,500
3,171.0,0,10,0,0,155,835,500
3,172.0,0,10,0,0,155,835,500
3,173.0,0,8,0,0,157,835,500
3,174.0,0,7,0,0,159,834,500
3,175.0,0,6,0,0,160,834,500
3,176.0,0,6,0,0,160,834,500
3,177.0,0,6,0,0,160,834,500
3,178.0,0,4,0,0,162,834,500
3,179.0,0,4,0,0,162,834,500
3,180.0,0,4,0,0,162,834,500
3,181.0,0,4,0,0,162,834,500
3,182.0,0,3,0,0,163,834,500
3,183.0,0,2,0,0,164,834,500
3,184.0,0,2,0,0,164,834,500
3,185.0,0,2,0,0,164,834,500
3,186.0,0,2,0,0,164,834,500
3,187.0,0,2,0,0,164,834,500
3,188.0,0,2,0,0,164,834,500
3,189.0,0,2,0,0,164,834,500
3,190.0,0,1,0,0,165,834,500
3,191.0,0,1,0,0,165,834,500
3,192.0,0,1,0,0,165,834,500
3,193.0,0,1,0,0,165,834,500
3,194.0,0,1,0,0,165,834,500
3,195.0,0,0,0,0,166,834,500
5,1.0,0,10,0,0,0,740,0
5,2.0,0,10,0,0,0,740,0
5,3.0,0,9,0,0,1,740,0
5,4.0,0,9,0,0,1,740,0
5,5.0,0,9,0,0,1,740,0
5,6.0,0,8,0,0,2,740,0
5,7.0,0,9,0,0,2,739,0
5,8.0,0,9,0,0,2,739,0
5,9.0,0,9,0,0,2,739,0
5,10.0,0,9,0,0,2,739,0
5,11.0,0,9,0,0,2,739,0
5,12.0,0,10,0,0,2,738,0
5,13.0,0,10,0,0,2,738,0
5,14.0,0,9,0,0,3,738,0
5,15.0,0,12,0,0,3,735,0
5,16.0,0,12,0,0,3,735,0
5,17.0,0,14,0,0,3,733,0
5,18.0,0,14,0,0,3,733,0
5,19.0,0,14,0,0,3,733,0
5,20.0,0,16,0,0,3,731,0
5,21.0,0,9,0,0,11,730,0
5,22.0,0,9,0,0,11,730,0
5,23.0,0,9,0,0,11,730,0
5,24.0,0,9,0,0,11,730,0
5,25.0,0,10,0,0,11,729,0
5,26.0,0,10,0,0,11,729,0
5,27.0,0,11,0,0,11,728,0
5,28.0,0,10,0,0,12,728,0
5,29.0,0,10,0,0,12,728,0
5,30.0,0,11,0,0,12,727,0
5,31.0,0,12,0,0,12,726,0
5,32.0,0,12,0,0,12,726,0
5,33.0,0,13,0,0,12,725,0
5,34.0,0,15,0,0,12,723,0
5,35.0,0,17,0,0,12,721,0
5,36.0,0,16,0,0,16,718,0
5,37.0,0,18,0,0,16,716,0
5,38.0,0,16,0,0,18,716,0
5,39.0,0,17,0,0,18,715,0
5,40.0,0,18,0,0,18,714,0
5,41.0,0,15,0,0,21,714,0
