"run","tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1,1.0,0,12,0,0,0,988,0
1,2.0,0,13,0,0,1,986,0
1,3.0,0,15,0,0,1,984,0
1,4.0,0,15,0,0,1,984,0
1,5.0,0,16,0,0,1,983,0
1,6.0,0,16,0,0,1,983,0
1,7.0,0,18,0,0,1,981,0
1,8.0,0,19,0,0,1,980,0
1,9.0,0,19,0,0,2,979,0
1,10.0,0,18,0,0,3,979,0
1,11.0,0,18,0,0,3,979,0
1,12.0,0,16,0,0,5,979,0
1,13.0,0,17,0,0,5,978,0
1,14.0,0,17,0,0,5,978,0
1,15.0,0,17,0,0,5,978,0
1,16.0,0,17,0,0,5,978,0
1,17.0,0,17,0,0,5,978,0
1,18.0,0,17,0,0,5,978,0
1,19.0,0,17,0,0,5,978,0
1,20.0,0,17,0,0,5,978,0
1,21.0,0,12,0,0,11,977,0
1,22.0,0,10,0,0,13,977,0
1,23.0,0,8,0,0,15,977,0
1,24.0,0,6,0,0,17,977,0
1,25.0,0,6,0,0,17,977,0
1,26.0,0,5,0,0,18,977,0
1,27.0,0,5,0,0,18,977,0
1,28.0,0,3,0,0,20,977,0
1,29.0,0,2,0,0,21,977,0
1,30.0,0,2,0,0,21,977,0
1,31.0,0,2,0,0,21,977,0
1,32.0,0,2,0,0,21,977,0
1,33.0,0,2,0,0,21,977,0
1,34.0,0,1,0,0,22,977,0
1,35.0,0,1,0,0,22,977,0
1,36.0,0,1,0,0,22,977,0
1,37.0,0,1,0,0,22,977,0
1,38.0,0,1,0,0,22,977,0
1,39.0,0,1,0,0,22,977,0
1,40.0,0,1,0,0,22,977,0
1,41.0,0,1,0,0,22,977,0
1,42.0,0,0,0,0,23,977,0
3,1.0,0,10,0,0,0,990,0
3,2.0,0,12,0,0,0,988,0
3,3.0,0,12,0,0,0,988,0
3,4.0,0,12,0,0,0,988,0
3,5.0,0,12,0,0,0,988,0
3,6.0,0,13,0,0,0,987,0
3,7.0,0,13,0,0,0,987,0
3,8.0,0,15,0,0,0,985,0
3,9.0,0,17,0,0,0,983,0
3,10.0,0,19,0,0,0,981,0
3,11.0,0,19,0,0,0,981,0
3,12.0,0,21,0,0,0,979,0
3,13.0,0,23,0,0,1,976,0
3,14.0,0,24,0,0,1,975,0
3,15.0,0,24,0,0,1,975,0
3,16.0,0,26,0,0,1,973,0
3,17.0,0,30,0,0,1,969,0
3,18.0,0,36,0,0,1,963,0
3,19.0,0,37,0,0,3,960,0
3,20.0,0,38,0,0,4,958,0
3,21.0,0,30,0,0,13,957,0
3,22.0,0,34,0,0,13,953,0
3,23.0,0,34,0,0,15,951,0
3,24.0,0,39,0,0,15,946,0
3,25.0,0,43,0,0,15,942,0
3,26.0,0,47,0,0,15,938,0
3,27.0,0,47,0,0,16,937,0
3,28.0,0,48,0,0,16,936,0
3,29.0,0,48,0,0,20,932,0
3,30.0,0,48,0,0,22,930,0
3,31.0,0,49,0,0,24,927,0
3,32.0,0,50,0,0,24,926,0
3,33.0,0,50,0,0,27,923,0
3,34.0,0,49,0,0,30,921,0
3,35.0,0,50,0,0,31,919,0
