"run","tick","Dead","Hospital","InfectedvA","InfectedvB","Susceptible","Vaccinatated","Recovered"
1,1.0,0,1,10,13,987,0,0
1,2.0,0,1,11,13,986,0,0
1,3.0,0,1,11,12,986,0,1
1,4.0,0,1,11,12,986,0,1
1,5.0,0,1,11,12,986,0,1
1,6.0,0,1,11,13,985,0,1
1,7.0,0,1,10,15,983,0,2
1,8.0,0,1,10,17,980,0,3
1,9.0,0,1,9,17,980,0,4
1,10.0,0,1,9,17,980,0,4
1,11.0,0,1,12,18,975,0,5
1,12.0,0,1,15,18,972,0,5
1,13.0,0,1,15,20,970,0,5
1,14.0,0,1,15,22,968,0,5
1,15.0,0,1,16,23,966,0,5
1,16.0,0,1,15,23,966,0,6
1,17.0,0,1,15,23,966,0,6
1,18.0,0,1,15,25,963,0,7
1,19.0,0,1,15,26,962,0,7
1,20.0,0,1,14,30,958,0,8
1,21.0,0,1,8,22,956,0,24
1,22.0,0,1,8,22,953,0,27
1,23.0,0,1,8,26,948,0,28
1,24.0,0,1,8,27,947,0,28
1,25.0,0,1,8,29,945,0,28
1,26.0,0,1,9,30,943,0,28
1,27.0,0,1,9,29,943,0,29
1,28.0,0,1,9,32,939,0,30
1,29.0,0,1,9,29,939,0,33
1,30.0,0,1,9,30,938,0,33
1,31.0,0,1,9,28,937,0,36
1,32.0,0,1,7,30,935,0,38
1,33.0,0,1,4,32,933,0,41
1,34.0,0,1,4,32,931,0,43
1,35.0,0,1,5,30,930,0,45
1,36.0,0,1,4,31,928,0,47
1,37.0,0,1,4,33,926,0,47
1,38.0,0,1,4,35,924,0,47
1,39.0,0,1,4,33,923,0,50
1,40.0,0,1,4,32,923,0,51
1,41.0,0,1,4,30,921,0,55
1,42.0,0,1,3,34,917,0,56
1,43.0,0,1,4,31,916,0,59
1,44.0,0,1,3,28,916,0,63
1,45.0,0,1,3,29,914,0,64
1,46.0,0,1,3,27,914,0,66
1,47.0,0,1,2,25,914,0,69
1,48.0,0,1,2,28,911,0,69
1,49.0,0,1,2,24,911,0,73
1,50.0,0,1,3,25,909,0,73
1,51.0,0,1,3,26,907,0,74
1,52.0,0,1,3,30,902,0,75
1,53.0,0,1,2,26,902,0,80
1,54.0,0,1,2,25,900,0,83
1,55.0,0,1,2,24,900,0,84
1,56.0,0,1,1,24,900,0,85
1,57.0,0,1,1,23,899,0,87
1,58.0,0,1,2,20,898,0,90
1,59.0,0,1,2,18,898,0,92
1,60.0,0,1,2,18,897,0,93
1,61.0,0,1,2,21,894,0,93
1,62.0,0,1,2,20,894,0,94
1,63.0,0,1,2,20,892,0,96
1,64.0,0,1,2,21,891,0,96
1,65.0,0,1,2,23,889,0,96
1,66.0,0,1,2,26,884,0,98
1,67.0,0,1,2,25,883,0,100
1,68.0,0,1,2,25,883,0,100
1,69.0,0,1,2,24,882,0,102
1,70.0,0,1,2,25,881,0,102
1,71.0,0,1,1,25,880,0,104
1,72.0,0,1,1,24,880,0,105
1,73.0,0,1,1,22,879,0,108
1,74.0,0,1,1,21,879,0,109
1,75.0,0,1,1,20,878,0,111
1,76.0,0,1,1,21,877,0,111
1,77.0,0,1,1,22,876,0,111
1,78.0,0,1,1,24,873,0,112
1,79.0,0,1,0,25,872,0,113
1,80.0,0,1,0,26,871,0,113
1,81.0,0,1,0,25,870,0,115
1,82.0,0,1,0,24,869,0,117
1,83.0,0,1,0,26,867,0,117
1,84.0,0,1,0,25,866,0,119
1,85.0,0,1,0,26,864,0,120
1,86.0,0,1,0,26,863,0,121
1,87.0,0,1,0,21,863,0,126
1,88.0,0,1,0,21,862,0,127
1,89.0,0,1,0,22,861,0,127
1,90.0,0,1,0,24,858,0,128
1,91.0,0,1,0,25,855,0,130
1,92.0,0,1,0,25,854,0,131
1,93.0,0,1,0,25,854,0,131
1,94.0,0,1,0,24,854,0,132
1,95.0,0,1,0,24,853,0,133
1,96.0,0,1,0,24,852,0,134
1,97.0,0,1,0,23,851,0,136
1,98.0,0,1,0,22,851,0,137
1,99.0,0,1,0,19,850,0,141
1,100.0,0,1,0,18,850,0,142
1,101.0,0,1,0,19,849,0,142
1,102.0,0,1,0,20,847,0,143
1,103.0,0,1,0,19,846,0,145
1,104.0,0,1,0,17,845,0,148
1,105.0,0,1,0,16,845,0,149
1,106.0,0,1,0,14,845,0,151
1,107.0,0,1,0,15,844,0,151
1,108.0,0,1,0,16,843,0,151
1,109.0,0,1,0,15,843,0,152
1,110.0,0,1,0,14,843,0,153
1,111.0,0,1,0,13,842,0,155
1,112.0,0,1,0,12,840,0,158
1,113.0,0,1,0,12,839,0,159
1,114.0,0,1,0,12,839,0,159
1,115.0,0,1,0,14,837,0,159
1,116.0,0,1,0,14,837,0,159
1,117.0,0,1,0,14,837,0,159
1,118.0,0,1,0,13,837,0,160
1,119.0,0,1,0,14,836,0,160
1,120.0,0,1,0,14,835,0,161
1,121.0,0,1,0,14,835,0,161
1,122.0,0,1,0,13,835,0,162
1,123.0,0,1,0,13,834,0,163
1,124.0,0,1,0,12,834,0,164
1,125.0,0,1,0,12,833,0,165
1,126.0,0,1,0,12,833,0,165
1,127.0,0,1,0,13,832,0,165
1,128.0,0,1,0,11,831,0,168
1,129.0,0,1,0,10,831,0,169
1,130.0,0,1,0,11,830,0,169
1,131.0,0,1,0,11,830,0,169
1,132.0,0,1,0,12,829,0,169
1,133.0,0,1,0,13,826,0,171
1,134.0,0,1,0,13,825,0,172
1,135.0,0,1,0,14,824,0,172
1,136.0,0,1,0,12,824,0,174
1,137.0,0,1,0,15,821,0,174
1,138.0,0,1,0,15,821,0,174
1,139.0,0,1,0,15,821,0,174
1,140.0,0,1,0,14,821,0,175
1,141.0,0,1,0,14,820,0,176
1,142.0,0,1,0,14,820,0,176
1,143.0,0,1,0,15,819,0,176
1,144.0,0,1,0,16,817,0,177
1,145.0,0,1,0,16,816,0,178
1,146.0,0,1,0,17,815,0,178
1,147.0,0,1,0,17,815,0,178
1,148.0,0,1,0,18,813,0,179
1,149.0,0,1,0,20,811,0,179
1,150.0,0,1,0,20,811,0,179
1,151.0,0,1,0,22,808,0,180
1,152.0,0,1,0,22,808,0,180
1,153.0,0,1,0,22,807,0,181
1,154.0,0,1,0,19,807,0,184
1,155.0,0,1,0,18,807,0,185
1,156.0,0,1,0,16,807,0,187
1,157.0,0,1,0,17,806,0,187
1,158.0,0,1,0,15,806,0,189
1,159.0,0,1,0,16,805,0,189
1,160.0,0,1,0,17,804,0,189
1,161.0,0,1,0,16,804,0,190
1,162.0,0,1,0,15,803,0,192
1,163.0,0,1,0,14,803,0,193
1,164.0,0,1,0,12,803,0,195
1,165.0,0,1,0,12,803,0,195
1,166.0,0,1,0,12,802,0,196
1,167.0,0,1,0,11,802,0,197
1,168.0,0,1,0,12,801,0,197
1,169.0,0,1,0,12,800,0,198
1,170.0,0,1,0,10,800,0,200
1,171.0,0,1,0,10,800,0,200
1,172.0,0,1,0,7,800,0,203
1,173.0,0,1,0,7,800,0,203
1,174.0,0,1,0,6,800,0,204
1,175.0,0,1,0,5,800,0,205
1,176.0,0,1,0,4,800,0,206
1,177.0,0,1,0,4,800,0,206
