"run","tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1,141.0,0,12,0,0,298,690,0
1,142.0,0,11,0,0,299,690,0
1,143.0,0,12,0,0,299,689,0
1,144.0,0,10,0,0,301,689,0
1,145.0,0,9,0,0,302,689,0
1,146.0,0,9,0,0,302,689,0
1,147.0,0,9,0,0,302,689,0
1,148.0,0,8,0,0,303,689,0
1,149.0,0,8,0,0,303,689,0
1,150.0,0,7,0,0,304,689,0
1,151.0,0,6,0,0,305,689,0
1,152.0,0,6,0,0,305,689,0
1,153.0,0,6,0,0,305,689,0
1,154.0,0,6,0,0,305,689,0
1,155.0,0,6,0,0,305,689,0
1,156.0,0,2,0,0,309,689,0
1,157.0,0,1,0,0,310,689,0
1,158.0,0,1,0,0,310,689,0
1,159.0,0,2,0,0,310,688,0
1,160.0,0,2,0,0,310,688,0
1,161.0,0,2,0,0,310,688,0
1,162.0,0,2,0,0,310,688,0
1,163.0,0,3,0,0,310,687,0
1,164.0,0,4,0,0,311,685,0
1,165.0,0,4,0,0,311,685,0
1,166.0,0,4,0,0,311,685,0
1,167.0,0,4,0,0,311,685,0
1,168.0,0,4,0,0,311,685,0
1,169.0,0,4,0,0,311,685,0
1,170.0,0,4,0,0,311,685,0
1,171.0,0,4,0,0,311,685,0
1,172.0,0,4,0,0,311,685,0
1,173.0,0,4,0,0,311,685,0
1,174.0,0,4,0,0,311,685,0
1,175.0,0,4,0,0,311,685,0
1,176.0,0,4,0,0,311,685,0
1,177.0,0,4,0,0,311,685,0
1,178.0,0,4,0,0,311,685,0
1,179.0,0,4,0,0,311,685,0
1,180.0,0,3,0,0,312,685,0
1,181.0,0,3,0,0,312,685,0
1,182.0,0,3,0,0,312,685,0
1,183.0,0,3,0,0,312,685,0
1,184.0,0,2,0,0,313,685,0
1,185.0,0,0,0,0,315,685,0
2,1.0,0,10,0,0,0,990,0
2,2.0,0,10,0,0,0,990,0
2,3.0,0,11,0,0,0,989,0
2,4.0,0,12,0,0,0,988,0
2,5.0,0,12,0,0,0,988,0
2,6.0,0,12,0,0,0,988,0
2,7.0,0,12,0,0,0,988,0
2,8.0,0,12,0,0,0,988,0
2,9.0,0,13,0,0,0,987,0
2,10.0,0,14,0,0,0,986,0
2,11.0,0,16,0,0,0,984,0
2,12.0,0,16,0,0,0,984,0
2,13.0,0,16,0,0,0,984,0
2,14.0,0,16,0,0,0,984,0
2,15.0,0,15,0,0,1,984,0
2,16.0,0,15,0,0,1,984,0
2,17.0,0,15,0,0,1,984,0
2,18.0,0,15,0,0,1,984,0
2,19.0,0,16,0,0,1,983,0
2,20.0,0,21,0,0,1,978,0
2,21.0,0,12,0,0,11,977,0
2,22.0,0,12,0,0,11,977,0
2,23.0,0,12,0,0,11,977,0
2,24.0,0,14,0,0,12,974,0
2,25.0,0,12,0,0,14,974,0
2,26.0,0,12,0,0,14,974,0
2,27.0,0,12,0,0,14,974,0
2,28.0,0,12,0,0,14,974,0
2,29.0,0,12,0,0,14,974,0
2,30.0,0,11,0,0,15,974,0
2,31.0,0,11,0,0,15,974,0
2,32.0,0,9,0,0,17,974,0
2,33.0,0,9,0,0,17,974,0
2,34.0,0,9,0,0,17,974,0
2,35.0,0,9,0,0,17,974,0
2,36.0,0,9,0,0,18,973,0
2,37.0,0,9,0,0,19,972,0
2,38.0,0,10,0,0,19,971,0
2,39.0,0,11,0,0,19,970,0
2,40.0,0,10,0,0,20,970,0
2,41.0,0,8,0,0,23,969,0
2,42.0,0,7,0,0,24,969,0
2,43.0,0,7,0,0,24,969,0
2,44.0,0,7,0,0,24,969,0
2,45.0,0,6,0,0,26,968,0
2,46.0,0,6,0,0,26,968,0
2,47.0,0,6,0,0,26,968,0
2,48.0,0,6,0,0,26,968,0
2,49.0,0,6,0,0,26,968,0
2,50.0,0,6,0,0,26,968,0
2,51.0,0,6,0,0,26,968,0
2,52.0,0,6,0,0,26,968,0
2,53.0,0,6,0,0,26,968,0
2,54.0,0,6,0,0,26,968,0
2,55.0,0,6,0,0,26,968,0
2,56.0,0,6,0,0,26,968,0
2,57.0,0,5,0,0,27,968,0
2,58.0,0,4,0,0,28,968,0
2,59.0,0,3,0,0,29,968,0
2,60.0,0,2,0,0,30,968,0
2,61.0,0,2,0,0,30,968,0
2,62.0,0,1,0,0,31,968,0
2,63.0,0,1,0,0,31,968,0
2,64.0,0,1,0,0,31,968,0
2,65.0,0,1,0,0,31,968,0
2,66.0,0,0,0,0,32,968,0
2,67.0,0,0,0,0,32,968,0
