"run","tick","Dead","InfectedvA","InfectedvB","Quarantined","Recovered","Susceptible","Vaccinated"
1,54.0,1,38,64,0,150,757,100
1,55.0,1,38,64,0,159,748,100
1,56.0,1,37,65,0,164,743,100
1,57.0,1,36,65,0,172,736,100
1,58.0,1,33,65,0,179,732,100
1,59.0,1,32,68,0,184,725,100
1,60.0,1,32,65,0,192,720,100
1,61.0,1,31,65,0,197,716,100
1,62.0,1,30,67,0,203,709,100
1,63.0,1,30,64,0,212,703,100
1,64.0,1,32,62,0,219,696,100
1,65.0,1,32,65,0,223,689,100
1,66.0,1,36,61,0,229,683,100
1,67.0,1,36,61,0,235,677,100
1,68.0,1,44,58,0,244,663,100
1,69.0,1,49,57,0,251,652,100
1,70.0,1,54,58,0,254,643,100
1,71.0,1,56,62,0,259,632,100
1,72.0,1,63,64,0,262,620,100
1,73.0,1,74,63,0,269,603,100
1,74.0,1,76,63,0,274,596,100
1,75.0,1,77,67,0,277,588,100
1,76.0,1,76,63,0,287,583,100
1,77.0,1,78,66,0,293,572,100
1,78.0,1,79,65,0,302,563,100
1,79.0,1,77,66,0,309,557,100
1,80.0,1,74,66,0,318,551,100
1,81.0,1,74,63,0,326,546,100
1,82.0,1,66,63,0,340,540,100
1,83.0,1,62,62,0,349,536,100
1,84.0,1,59,58,0,362,530,100
1,85.0,1,57,58,0,369,525,100
1,86.0,1,54,60,0,381,514,100
1,87.0,1,47,62,0,395,505,100
1,88.0,1,44,62,0,401,502,100
1,89.0,1,42,58,0,409,500,100
1,90.0,1,46,54,0,414,495,100
1,91.0,1,41,52,0,422,494,100
1,92.0,1,36,50,0,435,488,100
1,93.0,1,37,46,0,441,485,100
1,94.0,1,37,48,0,445,479,100
1,95.0,1,34,47,0,449,479,100
1,96.0,1,36,44,0,457,472,100
1,97.0,1,39,43,0,460,467,100
1,98.0,1,37,41,0,469,462,100
1,99.0,1,36,42,0,474,457,100
1,100.0,1,32,38,0,484,455,100
1,101.0,1,30,40,0,490,449,100
1,102.0,1,32,40,0,492,445,100
1,103.0,1,30,38,0,497,444,100
1,104.0,1,26,38,0,503,442,100
1,105.0,1,28,39,0,504,438,100
1,106.0,1,27,37,0,507,438,100
1,107.0,1,27,29,0,518,435,100
1,108.0,1,26,25,0,524,434,100
1,109.0,1,27,25,0,526,431,100
1,110.0,1,23,26,0,532,428,100
1,111.0,1,19,27,0,536,427,100
1,112.0,1,18,27,0,537,427,100
1,113.0,1,16,24,0,542,427,100
1,114.0,1,15,25,0,543,426,100
1,115.0,1,15,24,0,548,422,100
1,116.0,1,13,24,0,550,422,100
1,117.0,1,12,22,0,553,422,100
1,118.0,1,11,21,0,555,422,100
1,119.0,1,8,18,0,562,421,100
1,120.0,1,8,17,0,564,420,100
1,121.0,1,6,16,0,568,419,100
1,122.0,1,5,14,0,572,418,100
1,123.0,1,4,13,0,574,418,100
1,124.0,1,3,13,0,575,418,100
1,125.0,1,3,12,0,576,418,100
1,126.0,1,3,11,0,577,418,100
1,127.0,1,3,11,0,577,418,100
1,128.0,1,3,11,0,577,418,100
1,129.0,1,1,11,0,580,417,100
1,130.0,1,1,9,0,582,417,100
1,131.0,1,1,7,0,584,417,100
1,132.0,1,1,8,0,584,416,100
1,133.0,1,1,8,0,584,416,100
1,134.0,1,1,8,0,584,416,100
1,135.0,1,0,7,0,586,416,100
1,136.0,1,0,5,0,588,416,100
1,137.0,1,0,5,0,588,416,100
1,138.0,1,0,5,0,588,416,100
1,139.0,1,0,5,0,588,416,100
1,140.0,1,0,4,0,589,416,100
1,141.0,1,0,4,0,590,415,100
1,142.0,1,0,4,0,590,415,100
1,143.0,1,0,3,0,591,415,100
1,144.0,1,0,3,0,591,415,100
1,145.0,1,0,3,0,591,415,100
1,146.0,1,0,3,0,591,415,100
1,147.0,1,0,3,0,591,415,100
1,148.0,1,0,3,0,591,415,100
1,149.0,1,0,3,0,591,415,100
1,150.0,1,0,2,0,592,415,100
1,151.0,1,0,3,0,592,414,100
1,152.0,1,0,3,0,592,414,100
1,153.0,1,0,2,0,593,414,100
1,154.0,1,0,2,0,593,414,100
1,155.0,1,0,2,0,593,414,100
1,156.0,1,0,1,0,594,414,100
1,157.0,1,0,1,0,594,414,100
1,158.0,1,0,1,0,594,414,100
1,159.0,1,0,1,0,594,414,100
1,160.0,1,0,1,0,594,414,100
1,161.0,1,0,1,0,594,414,100
1,162.0,1,0,1,0,594,414,100
1,163.0,1,0,1,0,594,414,100
1,164.0,1,0,1,0,594,414,100
1,165.0,1,0,1,0,594,414,100
1,166.0,1,0,1,0,594,414,100
1,167.0,1,0,1,0,594,414,100
1,168.0,1,0,1,0,594,414,100
1,169.0,1,0,1,0,594,414,100
1,170.0,1,0,1,0,594,414,100
1,171.0,1,0,1,0,594,414,100
1,172.0,1,0,0,0,595,414,100
